Filename	softwood-10Kmin_2
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	1/9/2023
Sample name	softwood-10Kmin_2
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 10.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0264	4.2976	
0.012		100.0626	4.2992	
0.020		100.1007	4.3008	
0.028		100.1335	4.3022	
0.037		100.1584	4.3033	
0.045	22.41	100.1758	4.3040	-28.172
0.053	22.45	100.1873	4.3045	-28.126
0.062	22.48	100.1947	4.3048	-28.087
0.070	22.52	100.1997	4.3051	-28.051
0.078	22.55	100.2032	4.3052	-28.016
0.087	22.59	100.2058	4.3053	-27.981
0.095	22.62	100.2080	4.3054	-27.947
0.103	22.66	100.2099	4.3055	-27.913
0.112	22.69	100.2116	4.3056	-27.881
0.120	22.73	100.2130	4.3056	-27.849
0.128	22.76	100.2142	4.3057	-27.817
0.137	22.80	100.2152	4.3057	-27.787
0.145	22.83	100.2161	4.3058	-27.757
0.153	22.87	100.2168	4.3058	-27.728
0.162	22.90	100.2173	4.3058	-27.699
0.170	22.93	100.2177	4.3058	-27.670
0.178	22.97	100.2180	4.3058	-27.642
0.187	23.00	100.2181	4.3058	-27.614
0.195	23.04	100.2181	4.3058	-27.586
0.203	23.07	100.2179	4.3058	-27.558
0.212	23.10	100.2177	4.3058	-27.531
0.220	23.14	100.2174	4.3058	-27.504
0.228	23.17	100.2169	4.3058	-27.476
0.237	23.20	100.2163	4.3058	-27.449
0.245	23.24	100.2156	4.3057	-27.421
0.253	23.27	100.2148	4.3057	-27.395
0.262	23.30	100.2138	4.3057	-27.369
0.270	23.33	100.2127	4.3056	-27.344
0.278	23.37	100.2115	4.3056	-27.317
0.287	23.40	100.2101	4.3055	-27.290
0.295	23.43	100.2086	4.3054	-27.265
0.303	23.47	100.2070	4.3054	-27.239
0.312	23.50	100.2053	4.3053	-27.213
0.320	23.53	100.2034	4.3052	-27.187
0.328	23.57	100.2013	4.3051	-27.161
