Filename	WF115_3
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	11/25/2022
Sample name	WF115_3
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 10.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0691	3.1891	
0.012		100.1601	3.1920	
0.020		100.2487	3.1949	
0.028		100.3290	3.1974	
0.037		100.3973	3.1996	
0.045	22.28	100.4525	3.2014	-27.263
0.053	22.32	100.4939	3.2027	-27.214
0.062	22.36	100.5219	3.2036	-27.173
0.070	22.39	100.5368	3.2040	-27.132
0.078	22.43	100.5388	3.2041	-27.093
0.087	22.47	100.5298	3.2038	-27.056
0.095	22.50	100.5168	3.2034	-27.021
0.103	22.54	100.5033	3.2030	-26.986
0.112	22.58	100.4905	3.2026	-26.952
0.120	22.62	100.4787	3.2022	-26.919
0.128	22.65	100.4674	3.2018	-26.885
0.137	22.69	100.4562	3.2015	-26.853
0.145	22.72	100.4452	3.2011	-26.821
0.153	22.76	100.4344	3.2008	-26.790
0.162	22.80	100.4237	3.2004	-26.760
0.170	22.83	100.4132	3.2001	-26.730
0.178	22.87	100.4028	3.1998	-26.700
0.187	22.90	100.3926	3.1995	-26.670
0.195	22.94	100.3826	3.1991	-26.641
0.203	22.97	100.3727	3.1988	-26.613
0.212	23.01	100.3629	3.1985	-26.586
0.220	23.04	100.3532	3.1982	-26.559
0.228	23.08	100.3437	3.1979	-26.531
0.237	23.11	100.3342	3.1976	-26.505
0.245	23.15	100.3249	3.1973	-26.479
0.253	23.18	100.3155	3.1970	-26.453
0.262	23.22	100.3063	3.1967	-26.428
0.270	23.25	100.2971	3.1964	-26.403
0.278	23.28	100.2880	3.1961	-26.378
0.287	23.32	100.2789	3.1958	-26.354
0.295	23.35	100.2698	3.1955	-26.331
0.303	23.39	100.2608	3.1952	-26.307
0.312	23.42	100.2517	3.1950	-26.284
0.320	23.45	100.2427	3.1947	-26.261
0.328	23.49	100.2337	3.1944	-26.239
0.337	23.52	100.2246	3.1941	-26.218
0.345	23.55	100.2155	3.1938	-26.196
0.353	23.59	100.2064	3.1935	-26.175
0.362	23.62	100.1973	3.1932	-26.154
0.370	23.65	100.1882	3.1929	-26.131
0.378	23.69	100.1791	3.1926	-26.110
0.387	23.72	100.1699	3.1924	-26.090
0.395	23.76	100.1607	3.1921	-26.069
0.403	23.79	100.1515	3.1918	-26.048
0.412	23.82	100.1423	3.1915	-26.028
0.420	23.86	100.1330	3.1912	-26.007
0.428	23.89	100.1237	3.1909	-25.988
0.437	23.93	100.1143	3.1906	-25.968
0.445	23.96	100.1049	3.1903	-25.950
0.453	24.00	100.0953	3.1900	-25.931
0.462	24.03	100.0857	3.1897	-25.912
0.470	24.07	100.0760	3.1894	-25.893
0.478	24.10	100.0662	3.1890	-25.876
0.487	24.14	100.0563	3.1887	-25.859
0.495	24.17	100.0464	3.1884	-25.841
0.503	24.21	100.0363	3.1881	-25.824
0.512	24.25	100.0261	3.1878	-25.807
0.520	24.28	100.0159	3.1874	-25.792
0.528	24.32	100.0056	3.1871	-25.777
0.537	24.36	99.9951	3.1868	-25.763
0.545	24.40	99.9846	3.1864	-25.749
0.553	24.43	99.9741	3.1861	-25.736
0.562	24.47	99.9635	3.1858	-25.723
0.570	24.51	99.9528	3.1854	-25.711
0.578	24.55	99.9420	3.1851	-25.699
0.587	24.59	99.9312	3.1847	-25.689
0.595	24.63	99.9203	3.1844	-25.678
0.603	24.67	99.9094	3.1841	-25.668
0.612	24.71	99.8984	3.1837	-25.658
0.620	24.75	99.8875	3.1834	-25.648
0.628	24.79	99.8764	3.1830	-25.638
0.637	24.83	99.8654	3.1826	-25.629
0.645	24.87	99.8543	3.1823	-25.619
0.653	24.91	99.8432	3.1819	-25.610
0.662	24.96	99.8321	3.1816	-25.601
0.670	25.00	99.8211	3.1812	-25.592
0.678	25.04	99.8100	3.1809	-25.583
0.687	25.09	99.7989	3.1805	-25.573
0.695	25.13	99.7879	3.1802	-25.563
0.703	25.17	99.7768	3.1798	-25.553
0.712	25.22	99.7658	3.1795	-25.544
0.720	25.26	99.7548	3.1791	-25.536
0.728	25.31	99.7439	3.1788	-25.529
0.737	25.35	99.7329	3.1784	-25.522
0.745	25.40	99.7220	3.1781	-25.516
0.753	25.45	99.7112	3.1777	-25.509
0.762	25.49	99.7004	3.1774	-25.502
0.770	25.54	99.6896	3.1770	-25.495
0.778	25.59	99.6789	3.1767	-25.489
0.787	25.64	99.6683	3.1764	-25.483
0.795	25.69	99.6577	3.1760	-25.476
0.803	25.74	99.6472	3.1757	-25.469
0.812	25.79	99.6368	3.1754	-25.461
0.820	25.84	99.6264	3.1750	-25.452
0.828	25.89	99.6160	3.1747	-25.443
0.837	25.94	99.6057	3.1744	-25.435
0.845	25.99	99.5955	3.1740	-25.428
0.853	26.04	99.5854	3.1737	-25.420
0.862	26.09	99.5753	3.1734	-25.412
0.870	26.14	99.5654	3.1731	-25.404
0.878	26.20	99.5555	3.1728	-25.395
0.887	26.25	99.5456	3.1725	-25.386
0.895	26.30	99.5359	3.1721	-25.377
0.903	26.36	99.5262	3.1718	-25.367
0.912	26.41	99.5166	3.1715	-25.356
0.920	26.47	99.5071	3.1712	-25.344
0.928	26.52	99.4977	3.1709	-25.332
0.937	26.58	99.4883	3.1706	-25.319
0.945	26.64	99.4790	3.1703	-25.305
0.953	26.69	99.4698	3.1700	-25.290
0.962	26.75	99.4606	3.1697	-25.275
0.970	26.81	99.4515	3.1695	-25.259
0.978	26.87	99.4425	3.1692	-25.243
0.987	26.93	99.4336	3.1689	-25.226
0.995	26.99	99.4248	3.1686	-25.208
1.003	27.05	99.4160	3.1683	-25.191
1.012	27.11	99.4074	3.1681	-25.173
1.020	27.17	99.3987	3.1678	-25.153
1.028	27.23	99.3901	3.1675	-25.134
1.037	27.29	99.3816	3.1672	-25.114
1.045	27.35	99.3731	3.1670	-25.094
1.053	27.42	99.3647	3.1667	-25.073
1.062	27.48	99.3563	3.1664	-25.050
1.070	27.54	99.3480	3.1662	-25.028
1.078	27.61	99.3397	3.1659	-25.005
1.087	27.67	99.3314	3.1656	-24.980
1.095	27.74	99.3232	3.1654	-24.955
1.103	27.80	99.3150	3.1651	-24.930
1.112	27.87	99.3068	3.1648	-24.903
1.120	27.93	99.2986	3.1646	-24.875
1.128	28.00	99.2905	3.1643	-24.845
1.137	28.07	99.2823	3.1641	-24.817
1.145	28.13	99.2742	3.1638	-24.788
1.153	28.20	99.2661	3.1635	-24.757
1.162	28.27	99.2580	3.1633	-24.726
1.170	28.34	99.2499	3.1630	-24.694
1.178	28.41	99.2418	3.1628	-24.662
1.187	28.48	99.2337	3.1625	-24.628
1.195	28.55	99.2256	3.1623	-24.594
1.203	28.62	99.2175	3.1620	-24.560
1.212	28.69	99.2094	3.1617	-24.527
1.220	28.76	99.2013	3.1615	-24.492
1.228	28.83	99.1932	3.1612	-24.457
1.237	28.90	99.1851	3.1610	-24.420
1.245	28.97	99.1770	3.1607	-24.384
1.253	29.05	99.1688	3.1604	-24.346
1.262	29.12	99.1607	3.1602	-24.307
1.270	29.19	99.1525	3.1599	-24.268
1.278	29.27	99.1443	3.1597	-24.230
1.287	29.34	99.1361	3.1594	-24.190
1.295	29.42	99.1279	3.1591	-24.150
1.303	29.49	99.1196	3.1589	-24.110
1.312	29.57	99.1114	3.1586	-24.068
1.320	29.65	99.1031	3.1584	-24.026
1.328	29.72	99.0948	3.1581	-23.983
1.337	29.80	99.0864	3.1578	-23.940
1.345	29.87	99.0781	3.1576	-23.897
1.353	29.95	99.0696	3.1573	-23.852
1.362	30.03	99.0612	3.1570	-23.806
1.370	30.11	99.0528	3.1567	-23.760
1.378	30.18	99.0443	3.1565	-23.712
1.387	30.26	99.0358	3.1562	-23.664
1.395	30.34	99.0272	3.1559	-23.616
1.403	30.42	99.0186	3.1557	-23.567
1.412	30.50	99.0100	3.1554	-23.518
1.420	30.58	99.0014	3.1551	-23.467
1.428	30.66	98.9927	3.1548	-23.417
1.437	30.74	98.9840	3.1546	-23.367
1.445	30.82	98.9753	3.1543	-23.316
1.453	30.90	98.9666	3.1540	-23.265
1.462	30.98	98.9578	3.1537	-23.214
1.470	31.07	98.9490	3.1534	-23.163
1.478	31.15	98.9401	3.1532	-23.109
1.487	31.23	98.9313	3.1529	-23.057
1.495	31.31	98.9224	3.1526	-23.003
1.503	31.40	98.9135	3.1523	-22.949
1.512	31.48	98.9045	3.1520	-22.895
1.520	31.56	98.8956	3.1517	-22.840
1.528	31.64	98.8866	3.1515	-22.786
1.537	31.73	98.8775	3.1512	-22.731
1.545	31.81	98.8685	3.1509	-22.675
1.553	31.90	98.8594	3.1506	-22.619
1.562	31.98	98.8503	3.1503	-22.564
1.570	32.07	98.8412	3.1500	-22.509
1.578	32.15	98.8320	3.1497	-22.452
1.587	32.24	98.8228	3.1494	-22.396
1.595	32.32	98.8136	3.1491	-22.339
1.603	32.41	98.8043	3.1488	-22.281
1.612	32.50	98.7950	3.1485	-22.222
1.620	32.58	98.7857	3.1482	-22.164
1.628	32.67	98.7763	3.1479	-22.106
1.637	32.76	98.7669	3.1476	-22.048
1.645	32.84	98.7575	3.1473	-21.989
1.653	32.93	98.7480	3.1470	-21.929
1.662	33.02	98.7384	3.1467	-21.870
1.670	33.10	98.7289	3.1464	-21.811
1.678	33.19	98.7193	3.1461	-21.750
1.687	33.28	98.7097	3.1458	-21.689
1.695	33.37	98.7001	3.1455	-21.629
1.703	33.46	98.6905	3.1452	-21.568
1.712	33.54	98.6808	3.1449	-21.507
1.720	33.63	98.6711	3.1446	-21.446
1.728	33.72	98.6614	3.1443	-21.384
1.737	33.81	98.6517	3.1440	-21.321
1.745	33.90	98.6419	3.1437	-21.259
1.753	33.99	98.6321	3.1433	-21.195
1.762	34.08	98.6223	3.1430	-21.132
1.770	34.17	98.6124	3.1427	-21.068
1.778	34.26	98.6025	3.1424	-21.005
1.787	34.35	98.5926	3.1421	-20.941
1.795	34.44	98.5827	3.1418	-20.877
1.803	34.53	98.5727	3.1415	-20.812
1.812	34.62	98.5627	3.1411	-20.748
1.820	34.71	98.5527	3.1408	-20.684
1.828	34.80	98.5427	3.1405	-20.620
1.837	34.89	98.5327	3.1402	-20.556
1.845	34.98	98.5227	3.1399	-20.491
1.853	35.07	98.5126	3.1395	-20.427
1.862	35.16	98.5025	3.1392	-20.362
1.870	35.26	98.4924	3.1389	-20.297
1.878	35.35	98.4823	3.1386	-20.232
1.887	35.44	98.4721	3.1382	-20.167
1.895	35.53	98.4620	3.1379	-20.102
1.903	35.62	98.4518	3.1376	-20.037
1.912	35.71	98.4415	3.1373	-19.971
1.920	35.81	98.4313	3.1369	-19.907
1.928	35.90	98.4211	3.1366	-19.841
1.937	35.99	98.4108	3.1363	-19.775
1.945	36.08	98.4005	3.1360	-19.709
1.953	36.17	98.3902	3.1356	-19.642
1.962	36.27	98.3799	3.1353	-19.575
1.970	36.36	98.3695	3.1350	-19.508
1.978	36.45	98.3592	3.1346	-19.440
1.987	36.54	98.3488	3.1343	-19.372
1.995	36.64	98.3384	3.1340	-19.305
2.003	36.73	98.3279	3.1337	-19.237
2.012	36.82	98.3175	3.1333	-19.169
2.020	36.92	98.3071	3.1330	-19.101
2.028	37.01	98.2966	3.1327	-19.033
2.037	37.10	98.2861	3.1323	-18.965
2.045	37.20	98.2756	3.1320	-18.898
2.053	37.29	98.2651	3.1316	-18.830
2.062	37.38	98.2545	3.1313	-18.762
2.070	37.48	98.2439	3.1310	-18.694
2.078	37.57	98.2333	3.1306	-18.625
2.087	37.66	98.2227	3.1303	-18.556
2.095	37.76	98.2120	3.1300	-18.488
2.103	37.85	98.2014	3.1296	-18.420
2.112	37.94	98.1907	3.1293	-18.352
2.120	38.04	98.1800	3.1289	-18.283
2.128	38.13	98.1693	3.1286	-18.213
2.137	38.22	98.1586	3.1283	-18.144
2.145	38.32	98.1478	3.1279	-18.075
2.153	38.41	98.1371	3.1276	-18.005
2.162	38.51	98.1263	3.1272	-17.937
2.170	38.60	98.1156	3.1269	-17.869
2.178	38.69	98.1048	3.1265	-17.799
2.187	38.79	98.0940	3.1262	-17.729
2.195	38.88	98.0831	3.1258	-17.658
2.203	38.98	98.0723	3.1255	-17.586
2.212	39.07	98.0614	3.1252	-17.516
2.220	39.17	98.0505	3.1248	-17.446
2.228	39.26	98.0396	3.1245	-17.377
2.237	39.35	98.0286	3.1241	-17.307
2.245	39.45	98.0177	3.1238	-17.236
2.253	39.54	98.0067	3.1234	-17.166
2.262	39.64	97.9957	3.1231	-17.097
2.270	39.73	97.9847	3.1227	-17.028
2.278	39.82	97.9737	3.1224	-16.960
2.287	39.92	97.9627	3.1220	-16.892
2.295	40.01	97.9516	3.1217	-16.824
2.303	40.11	97.9405	3.1213	-16.755
2.312	40.20	97.9295	3.1210	-16.685
2.320	40.29	97.9184	3.1206	-16.616
2.328	40.39	97.9072	3.1202	-16.546
2.337	40.48	97.8961	3.1199	-16.477
2.345	40.58	97.8850	3.1195	-16.406
2.353	40.67	97.8738	3.1192	-16.335
2.362	40.77	97.8626	3.1188	-16.265
2.370	40.86	97.8514	3.1185	-16.195
2.378	40.95	97.8402	3.1181	-16.126
2.387	41.05	97.8290	3.1177	-16.057
2.395	41.14	97.8178	3.1174	-15.988
2.403	41.24	97.8065	3.1170	-15.919
2.412	41.33	97.7953	3.1167	-15.851
2.420	41.42	97.7840	3.1163	-15.782
2.428	41.52	97.7727	3.1160	-15.713
2.437	41.61	97.7614	3.1156	-15.644
2.445	41.70	97.7500	3.1152	-15.576
