Filename	softwood-20Kmin_2
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	1/9/2023
Sample name	softwood-20Kmin_2
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 20.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0133	4.0831	
0.012		100.0386	4.0842	
0.020		100.0744	4.0856	
0.028		100.1173	4.0874	
0.037		100.1653	4.0893	
0.045	22.01	100.2144	4.0913	-28.493
0.053	22.05	100.2599	4.0932	-28.439
0.062	22.09	100.2997	4.0948	-28.394
0.070	22.13	100.3330	4.0962	-28.350
0.078	22.17	100.3574	4.0972	-28.309
0.087	22.21	100.3732	4.0978	-28.268
0.095	22.24	100.3845	4.0983	-28.228
0.103	22.28	100.3928	4.0986	-28.188
0.112	22.32	100.3993	4.0989	-28.149
0.120	22.36	100.4045	4.0991	-28.110
0.128	22.40	100.4090	4.0993	-28.072
0.137	22.44	100.4129	4.0995	-28.035
0.145	22.48	100.4166	4.0996	-27.998
0.153	22.52	100.4201	4.0997	-27.963
0.162	22.56	100.4233	4.0999	-27.928
0.170	22.60	100.4264	4.1000	-27.892
0.178	22.63	100.4293	4.1001	-27.857
0.187	22.67	100.4319	4.1002	-27.822
0.195	22.71	100.4345	4.1003	-27.788
0.203	22.75	100.4369	4.1004	-27.755
0.212	22.78	100.4391	4.1005	-27.722
0.220	22.82	100.4411	4.1006	-27.689
0.228	22.86	100.4431	4.1007	-27.655
0.237	22.89	100.4448	4.1008	-27.622
0.245	22.93	100.4465	4.1008	-27.590
0.253	22.97	100.4479	4.1009	-27.558
0.262	23.00	100.4492	4.1009	-27.525
0.270	23.04	100.4504	4.1010	-27.493
0.278	23.08	100.4514	4.1010	-27.461
0.287	23.11	100.4523	4.1011	-27.430
0.295	23.15	100.4530	4.1011	-27.397
0.303	23.19	100.4536	4.1011	-27.366
0.312	23.22	100.4539	4.1011	-27.334
0.320	23.26	100.4542	4.1011	-27.303
0.328	23.29	100.4542	4.1011	-27.272
0.337	23.33	100.4542	4.1011	-27.242
0.345	23.36	100.4540	4.1011	-27.213
0.353	23.40	100.4536	4.1011	-27.183
0.362	23.44	100.4532	4.1011	-27.155
0.370	23.47	100.4526	4.1011	-27.125
0.378	23.51	100.4518	4.1010	-27.098
0.387	23.54	100.4510	4.1010	-27.070
0.395	23.58	100.4501	4.1010	-27.042
0.403	23.61	100.4491	4.1009	-27.014
0.412	23.65	100.4479	4.1009	-26.986
0.420	23.68	100.4466	4.1008	-26.957
0.428	23.72	100.4452	4.1008	-26.929
0.437	23.76	100.4437	4.1007	-26.901
0.445	23.79	100.4421	4.1006	-26.873
0.453	23.83	100.4404	4.1006	-26.847
0.462	23.86	100.4385	4.1005	-26.819
0.470	23.90	100.4366	4.1004	-26.793
0.478	23.94	100.4345	4.1003	-26.769
0.487	23.97	100.4324	4.1002	-26.745
0.495	24.01	100.4301	4.1002	-26.721
0.503	24.05	100.4277	4.1001	-26.697
0.512	24.08	100.4252	4.1000	-26.675
0.520	24.12	100.4226	4.0998	-26.654
0.528	24.16	100.4199	4.0997	-26.633
0.537	24.20	100.4170	4.0996	-26.611
0.545	24.24	100.4140	4.0995	-26.590
0.553	24.28	100.4109	4.0994	-26.569
0.562	24.31	100.4077	4.0992	-26.546
0.570	24.35	100.4044	4.0991	-26.524
0.578	24.39	100.4010	4.0990	-26.504
0.587	24.43	100.3975	4.0988	-26.484
0.595	24.48	100.3939	4.0987	-26.464
0.603	24.52	100.3903	4.0985	-26.444
0.612	24.56	100.3866	4.0984	-26.425
0.620	24.60	100.3828	4.0982	-26.407
0.628	24.64	100.3790	4.0981	-26.390
0.637	24.68	100.3751	4.0979	-26.374
0.645	24.72	100.3712	4.0977	-26.358
0.653	24.77	100.3672	4.0976	-26.343
0.662	24.81	100.3631	4.0974	-26.329
0.670	24.85	100.3590	4.0973	-26.315
0.678	24.90	100.3549	4.0971	-26.301
0.687	24.94	100.3506	4.0969	-26.287
0.695	24.99	100.3464	4.0967	-26.274
0.703	25.03	100.3422	4.0966	-26.262
0.712	25.07	100.3379	4.0964	-26.249
0.720	25.12	100.3336	4.0962	-26.236
0.728	25.17	100.3294	4.0960	-26.223
0.737	25.21	100.3251	4.0959	-26.211
0.745	25.26	100.3209	4.0957	-26.198
0.753	25.31	100.3167	4.0955	-26.186
0.762	25.35	100.3124	4.0953	-26.175
0.770	25.40	100.3083	4.0952	-26.163
0.778	25.45	100.3041	4.0950	-26.151
0.787	25.50	100.2999	4.0948	-26.139
0.795	25.55	100.2958	4.0947	-26.128
0.803	25.60	100.2917	4.0945	-26.117
0.812	25.65	100.2876	4.0943	-26.107
0.820	25.70	100.2836	4.0942	-26.097
0.828	25.75	100.2796	4.0940	-26.087
0.837	25.80	100.2756	4.0938	-26.076
0.845	25.85	100.2717	4.0937	-26.066
0.853	25.90	100.2678	4.0935	-26.056
0.862	25.95	100.2640	4.0934	-26.045
0.870	26.01	100.2602	4.0932	-26.034
0.878	26.06	100.2565	4.0931	-26.024
0.887	26.11	100.2529	4.0929	-26.013
0.895	26.17	100.2493	4.0928	-26.002
0.903	26.22	100.2457	4.0926	-25.991
0.912	26.28	100.2422	4.0925	-25.979
0.920	26.33	100.2388	4.0923	-25.968
0.928	26.39	100.2354	4.0922	-25.955
0.937	26.45	100.2320	4.0921	-25.944
0.945	26.50	100.2287	4.0919	-25.931
0.953	26.56	100.2254	4.0918	-25.918
0.962	26.62	100.2223	4.0917	-25.904
0.970	26.67	100.2192	4.0915	-25.889
0.978	26.73	100.2161	4.0914	-25.874
0.987	26.79	100.2131	4.0913	-25.857
0.995	26.85	100.2102	4.0912	-25.839
1.003	26.91	100.2073	4.0911	-25.822
1.012	26.97	100.2045	4.0909	-25.805
1.020	27.03	100.2018	4.0908	-25.786
1.028	27.09	100.1991	4.0907	-25.767
1.037	27.16	100.1965	4.0906	-25.748
1.045	27.22	100.1940	4.0905	-25.729
1.053	27.28	100.1914	4.0904	-25.710
1.062	27.34	100.1889	4.0903	-25.691
1.070	27.41	100.1865	4.0902	-25.672
1.078	27.47	100.1841	4.0901	-25.651
1.087	27.53	100.1817	4.0900	-25.629
1.095	27.60	100.1794	4.0899	-25.607
1.103	27.66	100.1771	4.0898	-25.584
1.112	27.73	100.1748	4.0897	-25.560
1.120	27.79	100.1726	4.0896	-25.535
1.128	27.86	100.1704	4.0895	-25.510
1.137	27.93	100.1682	4.0895	-25.484
1.145	27.99	100.1660	4.0894	-25.457
1.153	28.06	100.1639	4.0893	-25.427
1.162	28.13	100.1617	4.0892	-25.398
1.170	28.20	100.1596	4.0891	-25.369
1.178	28.27	100.1575	4.0890	-25.338
1.187	28.34	100.1554	4.0889	-25.307
1.195	28.41	100.1532	4.0889	-25.277
1.203	28.48	100.1512	4.0888	-25.246
1.212	28.55	100.1491	4.0887	-25.213
1.220	28.62	100.1470	4.0886	-25.179
1.228	28.69	100.1450	4.0885	-25.145
1.237	28.76	100.1430	4.0884	-25.112
1.245	28.83	100.1409	4.0883	-25.077
1.253	28.90	100.1389	4.0883	-25.041
1.262	28.98	100.1369	4.0882	-25.004
1.270	29.05	100.1349	4.0881	-24.969
1.278	29.12	100.1329	4.0880	-24.931
1.287	29.20	100.1309	4.0879	-24.892
1.295	29.27	100.1288	4.0879	-24.854
