Filename	softwood-5Kmin_1
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	1/10/2023
Sample name	softwood-5Kmin_1
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 5.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0320	3.1726	
0.012		100.0729	3.1739	
0.020		100.1041	3.1749	
0.028		100.1200	3.1754	
0.037		100.1214	3.1754	
0.045	22.00	100.1119	3.1751	-28.419
0.053	22.03	100.0938	3.1745	-28.368
0.062	22.07	100.0682	3.1737	-28.324
0.070	22.11	100.0360	3.1727	-28.283
0.078	22.15	99.9977	3.1715	-28.241
0.087	22.19	99.9546	3.1701	-28.200
0.095	22.23	99.9116	3.1687	-28.162
0.103	22.27	99.8748	3.1676	-28.123
0.112	22.31	99.8480	3.1667	-28.087
0.120	22.34	99.8301	3.1662	-28.051
0.128	22.38	99.8177	3.1658	-28.015
0.137	22.42	99.8082	3.1655	-27.980
0.145	22.46	99.8001	3.1652	-27.946
0.153	22.50	99.7924	3.1650	-27.912
0.162	22.54	99.7851	3.1647	-27.878
0.170	22.57	99.7778	3.1645	-27.847
0.178	22.61	99.7706	3.1643	-27.816
0.187	22.65	99.7634	3.1640	-27.785
0.195	22.68	99.7564	3.1638	-27.753
0.203	22.72	99.7494	3.1636	-27.722
0.212	22.76	99.7425	3.1634	-27.691
0.220	22.79	99.7357	3.1632	-27.663
0.228	22.83	99.7289	3.1630	-27.633
0.237	22.87	99.7222	3.1627	-27.603
0.245	22.90	99.7155	3.1625	-27.575
0.253	22.94	99.7089	3.1623	-27.546
0.262	22.97	99.7023	3.1621	-27.517
0.270	23.01	99.6956	3.1619	-27.489
0.278	23.05	99.6890	3.1617	-27.461
0.287	23.08	99.6824	3.1615	-27.434
0.295	23.12	99.6758	3.1613	-27.406
0.303	23.15	99.6692	3.1611	-27.379
0.312	23.19	99.6625	3.1608	-27.350
0.320	23.22	99.6558	3.1606	-27.324
0.328	23.26	99.6491	3.1604	-27.298
0.337	23.29	99.6423	3.1602	-27.272
0.345	23.33	99.6355	3.1600	-27.245
0.353	23.36	99.6286	3.1598	-27.219
0.362	23.40	99.6217	3.1596	-27.194
0.370	23.43	99.6147	3.1593	-27.168
0.378	23.47	99.6077	3.1591	-27.143
0.387	23.51	99.6007	3.1589	-27.119
0.395	23.54	99.5935	3.1587	-27.096
0.403	23.58	99.5864	3.1584	-27.072
0.412	23.61	99.5792	3.1582	-27.047
0.420	23.64	99.5719	3.1580	-27.024
0.428	23.68	99.5646	3.1577	-27.000
0.437	23.72	99.5572	3.1575	-26.977
0.445	23.75	99.5497	3.1573	-26.952
0.453	23.79	99.5421	3.1570	-26.930
0.462	23.82	99.5345	3.1568	-26.907
0.470	23.86	99.5268	3.1565	-26.883
0.478	23.89	99.5189	3.1563	-26.860
0.487	23.93	99.5110	3.1560	-26.838
0.495	23.97	99.5030	3.1558	-26.818
0.503	24.00	99.4948	3.1555	-26.796
0.512	24.04	99.4866	3.1553	-26.776
0.520	24.08	99.4782	3.1550	-26.756
0.528	24.12	99.4698	3.1547	-26.737
0.537	24.16	99.4612	3.1545	-26.718
0.545	24.19	99.4526	3.1542	-26.699
0.553	24.23	99.4439	3.1539	-26.683
0.562	24.27	99.4351	3.1536	-26.668
0.570	24.31	99.4262	3.1534	-26.652
0.578	24.35	99.4173	3.1531	-26.635
0.587	24.39	99.4083	3.1528	-26.619
0.595	24.43	99.3993	3.1525	-26.604
0.603	24.47	99.3902	3.1522	-26.589
0.612	24.51	99.3810	3.1519	-26.575
0.620	24.55	99.3718	3.1516	-26.562
0.628	24.60	99.3626	3.1513	-26.549
0.637	24.64	99.3533	3.1510	-26.535
0.645	24.68	99.3440	3.1507	-26.521
0.653	24.72	99.3347	3.1505	-26.508
0.662	24.77	99.3253	3.1502	-26.495
0.670	24.81	99.3160	3.1499	-26.481
0.678	24.85	99.3066	3.1496	-26.468
0.687	24.90	99.2973	3.1493	-26.456
0.695	24.94	99.2880	3.1490	-26.444
0.703	24.99	99.2787	3.1487	-26.432
0.712	25.03	99.2694	3.1484	-26.421
0.720	25.08	99.2601	3.1481	-26.411
0.728	25.12	99.2509	3.1478	-26.401
0.737	25.17	99.2417	3.1475	-26.391
0.745	25.22	99.2325	3.1472	-26.381
0.753	25.26	99.2234	3.1469	-26.371
0.762	25.31	99.2144	3.1466	-26.359
0.770	25.36	99.2053	3.1463	-26.347
0.778	25.41	99.1964	3.1461	-26.334
0.787	25.46	99.1875	3.1458	-26.321
0.795	25.51	99.1787	3.1455	-26.308
0.803	25.56	99.1699	3.1452	-26.295
0.812	25.61	99.1612	3.1449	-26.281
0.820	25.66	99.1526	3.1447	-26.268
0.828	25.71	99.1441	3.1444	-26.255
0.837	25.76	99.1356	3.1441	-26.242
0.845	25.81	99.1272	3.1439	-26.231
0.853	25.86	99.1189	3.1436	-26.220
0.862	25.92	99.1107	3.1433	-26.208
0.870	25.97	99.1025	3.1431	-26.195
0.878	26.02	99.0943	3.1428	-26.183
0.887	26.08	99.0863	3.1426	-26.169
0.895	26.13	99.0783	3.1423	-26.155
0.903	26.19	99.0704	3.1421	-26.140
0.912	26.24	99.0626	3.1418	-26.126
0.920	26.30	99.0549	3.1416	-26.110
0.928	26.35	99.0473	3.1413	-26.092
0.937	26.41	99.0397	3.1411	-26.074
0.945	26.47	99.0322	3.1409	-26.056
0.953	26.52	99.0248	3.1406	-26.039
0.962	26.58	99.0175	3.1404	-26.020
0.970	26.64	99.0102	3.1402	-26.002
0.978	26.70	99.0030	3.1399	-25.984
0.987	26.76	98.9959	3.1397	-25.965
0.995	26.82	98.9888	3.1395	-25.945
1.003	26.88	98.9818	3.1393	-25.925
1.012	26.94	98.9748	3.1390	-25.905
1.020	27.00	98.9679	3.1388	-25.885
1.028	27.06	98.9610	3.1386	-25.863
1.037	27.12	98.9542	3.1384	-25.841
1.045	27.19	98.9475	3.1382	-25.817
1.053	27.25	98.9408	3.1380	-25.792
1.062	27.31	98.9342	3.1377	-25.766
1.070	27.38	98.9276	3.1375	-25.740
1.078	27.44	98.9210	3.1373	-25.713
1.087	27.50	98.9145	3.1371	-25.685
1.095	27.57	98.9081	3.1369	-25.656
1.103	27.64	98.9016	3.1367	-25.627
1.112	27.70	98.8952	3.1365	-25.597
1.120	27.77	98.8888	3.1363	-25.568
1.128	27.83	98.8825	3.1361	-25.537
1.137	27.90	98.8762	3.1359	-25.506
1.145	27.97	98.8698	3.1357	-25.474
1.153	28.04	98.8635	3.1355	-25.441
1.162	28.10	98.8573	3.1353	-25.407
1.170	28.17	98.8510	3.1351	-25.374
1.178	28.24	98.8448	3.1349	-25.340
1.187	28.31	98.8385	3.1347	-25.307
1.195	28.38	98.8323	3.1345	-25.271
1.203	28.45	98.8260	3.1343	-25.236
1.212	28.52	98.8198	3.1341	-25.200
1.220	28.60	98.8135	3.1339	-25.163
1.228	28.67	98.8072	3.1337	-25.125
1.237	28.74	98.8009	3.1335	-25.086
1.245	28.81	98.7946	3.1333	-25.048
1.253	28.88	98.7883	3.1331	-25.008
1.262	28.96	98.7820	3.1329	-24.969
1.270	29.03	98.7757	3.1327	-24.928
1.278	29.11	98.7694	3.1325	-24.887
1.287	29.18	98.7631	3.1323	-24.845
1.295	29.25	98.7568	3.1321	-24.804
1.303	29.33	98.7505	3.1319	-24.762
1.312	29.40	98.7441	3.1317	-24.719
1.320	29.48	98.7378	3.1315	-24.675
1.328	29.56	98.7315	3.1313	-24.631
1.337	29.63	98.7251	3.1311	-24.586
1.345	29.71	98.7187	3.1309	-24.539
1.353	29.79	98.7123	3.1307	-24.493
1.362	29.86	98.7059	3.1305	-24.447
1.370	29.94	98.6994	3.1303	-24.400
1.378	30.02	98.6929	3.1301	-24.352
1.387	30.10	98.6864	3.1299	-24.305
1.395	30.18	98.6799	3.1297	-24.257
1.403	30.25	98.6733	3.1295	-24.208
1.412	30.33	98.6668	3.1293	-24.159
1.420	30.41	98.6602	3.1291	-24.109
1.428	30.49	98.6535	3.1288	-24.060
1.437	30.57	98.6468	3.1286	-24.009
