Filename	softwood-5Kmin_3
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	1/10/2023
Sample name	softwood-5Kmin_3
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 5.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		99.9950	3.3248	
0.012		99.9920	3.3247	
0.020		99.9906	3.3247	
0.028		99.9909	3.3247	
0.037		99.9925	3.3248	
0.045	22.03	99.9962	3.3249	-26.034
0.053	22.07	100.0026	3.3251	-26.000
0.062	22.11	100.0098	3.3253	-25.971
0.070	22.15	100.0158	3.3255	-25.946
0.078	22.19	100.0189	3.3256	-25.922
0.087	22.23	100.0182	3.3256	-25.900
0.095	22.26	100.0157	3.3255	-25.879
0.103	22.30	100.0125	3.3254	-25.858
0.112	22.34	100.0089	3.3253	-25.839
0.120	22.38	100.0051	3.3252	-25.819
0.128	22.42	100.0013	3.3251	-25.799
0.137	22.45	99.9973	3.3249	-25.779
0.145	22.49	99.9934	3.3248	-25.760
0.153	22.53	99.9893	3.3247	-25.742
0.162	22.56	99.9852	3.3245	-25.726
0.170	22.60	99.9811	3.3244	-25.709
0.178	22.64	99.9769	3.3242	-25.692
0.187	22.68	99.9726	3.3241	-25.675
0.195	22.71	99.9683	3.3240	-25.658
0.203	22.75	99.9640	3.3238	-25.643
0.212	22.78	99.9596	3.3237	-25.627
0.220	22.82	99.9551	3.3235	-25.610
0.228	22.86	99.9506	3.3234	-25.594
0.237	22.89	99.9461	3.3232	-25.579
0.245	22.93	99.9415	3.3231	-25.563
0.253	22.96	99.9368	3.3229	-25.547
0.262	23.00	99.9320	3.3228	-25.531
0.270	23.03	99.9273	3.3226	-25.517
0.278	23.07	99.9224	3.3224	-25.502
0.287	23.10	99.9175	3.3223	-25.487
0.295	23.14	99.9124	3.3221	-25.473
0.303	23.17	99.9073	3.3219	-25.460
0.312	23.21	99.9021	3.3218	-25.446
0.320	23.24	99.8967	3.3216	-25.431
0.328	23.28	99.8912	3.3214	-25.416
0.337	23.31	99.8857	3.3212	-25.403
0.345	23.34	99.8800	3.3210	-25.390
0.353	23.38	99.8741	3.3208	-25.376
0.362	23.41	99.8682	3.3206	-25.363
0.370	23.45	99.8621	3.3204	-25.350
0.378	23.48	99.8559	3.3202	-25.337
0.387	23.52	99.8497	3.3200	-25.324
0.395	23.55	99.8433	3.3198	-25.310
0.403	23.59	99.8368	3.3196	-25.297
0.412	23.62	99.8303	3.3194	-25.285
0.420	23.65	99.8236	3.3191	-25.273
0.428	23.69	99.8168	3.3189	-25.261
0.437	23.72	99.8100	3.3187	-25.250
0.445	23.76	99.8030	3.3185	-25.239
0.453	23.79	99.7960	3.3182	-25.228
0.462	23.83	99.7888	3.3180	-25.217
0.470	23.86	99.7815	3.3177	-25.207
0.478	23.90	99.7742	3.3175	-25.198
0.487	23.93	99.7667	3.3173	-25.188
0.495	23.97	99.7591	3.3170	-25.178
0.503	24.01	99.7514	3.3167	-25.168
0.512	24.04	99.7435	3.3165	-25.158
0.520	24.08	99.7355	3.3162	-25.147
0.528	24.12	99.7274	3.3159	-25.138
0.537	24.15	99.7191	3.3157	-25.128
0.545	24.19	99.7108	3.3154	-25.120
0.553	24.23	99.7023	3.3151	-25.111
0.562	24.27	99.6937	3.3148	-25.104
0.570	24.31	99.6849	3.3145	-25.097
0.578	24.34	99.6761	3.3142	-25.090
0.587	24.38	99.6672	3.3139	-25.084
0.595	24.42	99.6581	3.3136	-25.077
0.603	24.46	99.6490	3.3133	-25.070
0.612	24.50	99.6398	3.3130	-25.063
0.620	24.54	99.6305	3.3127	-25.056
0.628	24.58	99.6212	3.3124	-25.050
0.637	24.62	99.6118	3.3121	-25.043
0.645	24.67	99.6023	3.3118	-25.036
0.653	24.71	99.5928	3.3115	-25.029
0.662	24.75	99.5832	3.3112	-25.022
0.670	24.79	99.5736	3.3108	-25.016
0.678	24.84	99.5640	3.3105	-25.010
0.687	24.88	99.5543	3.3102	-25.005
0.695	24.92	99.5447	3.3099	-25.000
0.703	24.97	99.5350	3.3095	-24.995
0.712	25.01	99.5253	3.3092	-24.990
0.720	25.06	99.5156	3.3089	-24.986
0.728	25.10	99.5060	3.3086	-24.982
0.737	25.15	99.4963	3.3083	-24.977
0.745	25.19	99.4867	3.3079	-24.974
0.753	25.24	99.4771	3.3076	-24.970
0.762	25.29	99.4675	3.3073	-24.966
0.770	25.34	99.4579	3.3070	-24.962
0.778	25.38	99.4484	3.3067	-24.958
0.787	25.43	99.4389	3.3064	-24.953
0.795	25.48	99.4295	3.3060	-24.948
0.803	25.53	99.4201	3.3057	-24.942
0.812	25.58	99.4108	3.3054	-24.936
0.820	25.63	99.4015	3.3051	-24.929
0.828	25.68	99.3923	3.3048	-24.923
0.837	25.73	99.3832	3.3045	-24.916
0.845	25.78	99.3741	3.3042	-24.910
0.853	25.83	99.3651	3.3039	-24.902
0.862	25.88	99.3562	3.3036	-24.894
0.870	25.94	99.3473	3.3033	-24.886
0.878	25.99	99.3386	3.3030	-24.877
0.887	26.04	99.3298	3.3027	-24.868
0.895	26.10	99.3212	3.3024	-24.858
0.903	26.15	99.3126	3.3022	-24.848
0.912	26.20	99.3041	3.3019	-24.837
0.920	26.26	99.2956	3.3016	-24.826
0.928	26.32	99.2872	3.3013	-24.815
0.937	26.37	99.2789	3.3010	-24.803
0.945	26.43	99.2707	3.3008	-24.791
0.953	26.48	99.2626	3.3005	-24.779
0.962	26.54	99.2545	3.3002	-24.766
0.970	26.60	99.2466	3.3000	-24.752
0.978	26.66	99.2386	3.2997	-24.737
0.987	26.72	99.2308	3.2994	-24.721
0.995	26.77	99.2231	3.2992	-24.704
1.003	26.83	99.2155	3.2989	-24.687
1.012	26.89	99.2078	3.2987	-24.668
1.020	26.95	99.2003	3.2984	-24.647
1.028	27.01	99.1928	3.2982	-24.628
1.037	27.07	99.1854	3.2979	-24.608
1.045	27.14	99.1781	3.2977	-24.588
1.053	27.20	99.1707	3.2974	-24.567
1.062	27.26	99.1635	3.2972	-24.546
1.070	27.32	99.1562	3.2970	-24.524
1.078	27.39	99.1491	3.2967	-24.501
1.087	27.45	99.1419	3.2965	-24.477
1.095	27.52	99.1348	3.2962	-24.454
1.103	27.58	99.1277	3.2960	-24.429
1.112	27.65	99.1206	3.2958	-24.403
1.120	27.71	99.1136	3.2955	-24.374
1.128	27.78	99.1066	3.2953	-24.345
1.137	27.84	99.0997	3.2951	-24.315
1.145	27.91	99.0928	3.2948	-24.284
1.153	27.98	99.0859	3.2946	-24.253
1.162	28.05	99.0791	3.2944	-24.222
1.170	28.12	99.0722	3.2942	-24.190
1.178	28.19	99.0654	3.2939	-24.157
1.187	28.26	99.0586	3.2937	-24.124
1.195	28.32	99.0519	3.2935	-24.090
1.203	28.39	99.0451	3.2933	-24.056
1.212	28.47	99.0384	3.2930	-24.020
1.220	28.54	99.0316	3.2928	-23.985
1.228	28.61	99.0249	3.2926	-23.949
1.237	28.68	99.0182	3.2924	-23.912
1.245	28.75	99.0115	3.2921	-23.874
1.253	28.82	99.0048	3.2919	-23.835
1.262	28.89	98.9980	3.2917	-23.796
1.270	28.97	98.9913	3.2915	-23.754
1.278	29.04	98.9846	3.2912	-23.712
1.287	29.11	98.9779	3.2910	-23.670
1.295	29.19	98.9711	3.2908	-23.626
1.303	29.26	98.9643	3.2906	-23.581
1.312	29.34	98.9575	3.2903	-23.537
1.320	29.41	98.9507	3.2901	-23.492
1.328	29.49	98.9439	3.2899	-23.446
1.337	29.57	98.9370	3.2897	-23.401
1.345	29.64	98.9302	3.2894	-23.353
1.353	29.72	98.9233	3.2892	-23.307
1.362	29.80	98.9164	3.2890	-23.261
1.370	29.87	98.9095	3.2888	-23.213
1.378	29.95	98.9026	3.2885	-23.166
1.387	30.03	98.8957	3.2883	-23.119
1.395	30.11	98.8887	3.2881	-23.069
1.403	30.19	98.8818	3.2878	-23.020
1.412	30.27	98.8748	3.2876	-22.969
1.420	30.35	98.8678	3.2874	-22.917
1.428	30.43	98.8608	3.2871	-22.865
1.437	30.51	98.8538	3.2869	-22.811
1.445	30.59	98.8468	3.2867	-22.756
1.453	30.67	98.8397	3.2864	-22.703
1.462	30.75	98.8326	3.2862	-22.648
1.470	30.83	98.8255	3.2860	-22.592
1.478	30.91	98.8184	3.2857	-22.537
1.487	30.99	98.8112	3.2855	-22.480
1.495	31.08	98.8041	3.2852	-22.423
1.503	31.16	98.7969	3.2850	-22.366
1.512	31.24	98.7896	3.2848	-22.308
1.520	31.33	98.7824	3.2845	-22.251
1.528	31.41	98.7751	3.2843	-22.195
1.537	31.49	98.7678	3.2840	-22.136
1.545	31.58	98.7605	3.2838	-22.077
1.553	31.66	98.7531	3.2836	-22.018
1.562	31.75	98.7457	3.2833	-21.958
1.570	31.83	98.7384	3.2831	-21.899
1.578	31.91	98.7309	3.2828	-21.838
1.587	32.00	98.7235	3.2826	-21.777
1.595	32.08	98.7161	3.2823	-21.717
1.603	32.17	98.7086	3.2821	-21.655
1.612	32.26	98.7010	3.2818	-21.592
1.620	32.34	98.6935	3.2816	-21.529
1.628	32.43	98.6860	3.2813	-21.468
1.637	32.52	98.6784	3.2811	-21.406
1.645	32.60	98.6708	3.2808	-21.343
1.653	32.69	98.6632	3.2806	-21.280
1.662	32.77	98.6555	3.2803	-21.218
1.670	32.86	98.6479	3.2801	-21.154
1.678	32.95	98.6402	3.2798	-21.090
1.687	33.04	98.6326	3.2795	-21.025
1.695	33.13	98.6250	3.2793	-20.961
1.703	33.21	98.6174	3.2790	-20.896
1.712	33.30	98.6097	3.2788	-20.831
1.720	33.39	98.6021	3.2785	-20.765
1.728	33.48	98.5944	3.2783	-20.699
1.737	33.57	98.5868	3.2780	-20.633
1.745	33.65	98.5791	3.2778	-20.567
1.753	33.74	98.5714	3.2775	-20.501
1.762	33.83	98.5637	3.2773	-20.434
1.770	33.92	98.5559	3.2770	-20.368
1.778	34.01	98.5482	3.2767	-20.302
1.787	34.10	98.5404	3.2765	-20.235
1.795	34.19	98.5326	3.2762	-20.168
1.803	34.28	98.5248	3.2760	-20.101
1.812	34.37	98.5169	3.2757	-20.035
1.820	34.46	98.5091	3.2754	-19.967
1.828	34.55	98.5012	3.2752	-19.898
1.837	34.64	98.4933	3.2749	-19.831
1.845	34.73	98.4855	3.2747	-19.762
1.853	34.82	98.4775	3.2744	-19.692
1.862	34.92	98.4696	3.2741	-19.622
1.870	35.01	98.4617	3.2739	-19.553
1.878	35.10	98.4538	3.2736	-19.484
1.887	35.19	98.4458	3.2733	-19.414
1.895	35.28	98.4379	3.2731	-19.344
1.903	35.37	98.4299	3.2728	-19.274
1.912	35.46	98.4219	3.2725	-19.204
1.920	35.56	98.4139	3.2723	-19.134
1.928	35.65	98.4059	3.2720	-19.063
1.937	35.74	98.3979	3.2717	-18.993
1.945	35.83	98.3899	3.2715	-18.923
1.953	35.92	98.3819	3.2712	-18.853
1.962	36.02	98.3738	3.2709	-18.783
1.970	36.11	98.3658	3.2707	-18.712
1.978	36.20	98.3577	3.2704	-18.641
1.987	36.29	98.3496	3.2701	-18.569
1.995	36.39	98.3414	3.2699	-18.499
2.003	36.48	98.3333	3.2696	-18.427
2.012	36.57	98.3251	3.2693	-18.357
2.020	36.67	98.3169	3.2690	-18.286
2.028	36.76	98.3087	3.2688	-18.214
2.037	36.85	98.3004	3.2685	-18.143
2.045	36.94	98.2922	3.2682	-18.072
2.053	37.04	98.2839	3.2679	-18.001
2.062	37.13	98.2756	3.2677	-17.929
2.070	37.22	98.2673	3.2674	-17.858
2.078	37.31	98.2590	3.2671	-17.786
2.087	37.41	98.2507	3.2668	-17.714
2.095	37.50	98.2424	3.2666	-17.642
2.103	37.60	98.2340	3.2663	-17.568
2.112	37.69	98.2256	3.2660	-17.495
2.120	37.78	98.2172	3.2657	-17.421
2.128	37.88	98.2088	3.2655	-17.347
2.137	37.97	98.2004	3.2652	-17.273
2.145	38.06	98.1919	3.2649	-17.201
2.153	38.16	98.1834	3.2646	-17.128
2.162	38.25	98.1749	3.2643	-17.055
2.170	38.35	98.1664	3.2640	-16.982
2.178	38.44	98.1579	3.2638	-16.909
2.187	38.53	98.1494	3.2635	-16.837
2.195	38.63	98.1408	3.2632	-16.765
2.203	38.72	98.1323	3.2629	-16.692
2.212	38.82	98.1238	3.2626	-16.619
2.220	38.91	98.1152	3.2623	-16.546
2.228	39.00	98.1066	3.2621	-16.472
2.237	39.10	98.0980	3.2618	-16.399
2.245	39.19	98.0894	3.2615	-16.326
2.253	39.29	98.0808	3.2612	-16.252
2.262	39.38	98.0722	3.2609	-16.178
2.270	39.47	98.0636	3.2606	-16.105
2.278	39.57	98.0549	3.2603	-16.033
2.287	39.66	98.0462	3.2600	-15.960
2.295	39.75	98.0376	3.2598	-15.887
2.303	39.85	98.0289	3.2595	-15.814
2.312	39.94	98.0202	3.2592	-15.740
