Filename	softwood-50Kmin_2
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	1/8/2023
Sample name	softwood-50Kmin_2
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 50.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0242	4.6566	
0.012		100.0571	4.6581	
0.020		100.0942	4.6598	
0.028		100.1337	4.6617	
0.037		100.1733	4.6635	
0.045	23.75	100.2113	4.6653	-26.036
0.053	23.78	100.2465	4.6669	-26.002
0.062	23.81	100.2777	4.6684	-25.972
0.070	23.84	100.3052	4.6697	-25.947
0.078	23.87	100.3289	4.6708	-25.924
0.087	23.91	100.3481	4.6717	-25.903
0.095	23.94	100.3626	4.6723	-25.881
0.103	23.97	100.3722	4.6728	-25.861
0.112	24.00	100.3785	4.6731	-25.843
0.120	24.03	100.3832	4.6733	-25.824
0.128	24.06	100.3872	4.6735	-25.806
0.137	24.08	100.3909	4.6736	-25.790
0.145	24.11	100.3945	4.6738	-25.773
0.153	24.14	100.3977	4.6740	-25.755
0.162	24.17	100.4008	4.6741	-25.738
0.170	24.20	100.4037	4.6742	-25.721
0.178	24.23	100.4064	4.6744	-25.705
0.187	24.26	100.4090	4.6745	-25.690
0.195	24.29	100.4113	4.6746	-25.674
0.203	24.32	100.4135	4.6747	-25.658
0.212	24.35	100.4155	4.6748	-25.641
0.220	24.38	100.4174	4.6749	-25.624
0.228	24.40	100.4191	4.6750	-25.608
0.237	24.43	100.4206	4.6750	-25.593
0.245	24.46	100.4220	4.6751	-25.578
0.253	24.49	100.4232	4.6751	-25.563
0.262	24.52	100.4242	4.6752	-25.549
0.270	24.55	100.4250	4.6752	-25.535
0.278	24.57	100.4257	4.6753	-25.520
0.287	24.60	100.4263	4.6753	-25.506
0.295	24.63	100.4267	4.6753	-25.493
0.303	24.66	100.4269	4.6753	-25.481
0.312	24.69	100.4270	4.6753	-25.468
0.320	24.72	100.4270	4.6753	-25.456
0.328	24.75	100.4268	4.6753	-25.444
