Filename	softwood-10Kmin_3
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	1/9/2023
Sample name	softwood-10Kmin_3
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 10.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0118	3.6558	
0.012		100.0315	3.6565	
0.020		100.0486	3.6572	
0.028		100.0614	3.6576	
0.037		100.0703	3.6580	
0.045	22.70	100.0757	3.6582	-27.375
0.053	22.73	100.0785	3.6583	-27.354
0.062	22.77	100.0797	3.6583	-27.337
0.070	22.80	100.0796	3.6583	-27.322
0.078	22.83	100.0785	3.6583	-27.308
0.087	22.87	100.0766	3.6582	-27.294
0.095	22.90	100.0743	3.6581	-27.281
0.103	22.93	100.0719	3.6580	-27.268
0.112	22.96	100.0694	3.6579	-27.257
0.120	23.00	100.0668	3.6578	-27.247
0.128	23.03	100.0640	3.6577	-27.236
0.137	23.06	100.0612	3.6576	-27.226
0.145	23.09	100.0583	3.6575	-27.216
0.153	23.12	100.0554	3.6574	-27.205
0.162	23.16	100.0524	3.6573	-27.195
0.170	23.19	100.0493	3.6572	-27.185
0.178	23.22	100.0463	3.6571	-27.176
0.187	23.25	100.0431	3.6570	-27.166
0.195	23.28	100.0399	3.6568	-27.156
0.203	23.32	100.0367	3.6567	-27.145
0.212	23.35	100.0334	3.6566	-27.135
0.220	23.38	100.0301	3.6565	-27.124
0.228	23.41	100.0268	3.6564	-27.114
0.237	23.44	100.0234	3.6562	-27.104
0.245	23.47	100.0199	3.6561	-27.093
0.253	23.50	100.0164	3.6560	-27.082
0.262	23.53	100.0128	3.6559	-27.072
0.270	23.56	100.0092	3.6557	-27.062
0.278	23.60	100.0054	3.6556	-27.052
0.287	23.63	100.0016	3.6554	-27.042
0.295	23.66	99.9977	3.6553	-27.033
0.303	23.69	99.9937	3.6552	-27.023
0.312	23.72	99.9896	3.6550	-27.013
0.320	23.75	99.9854	3.6549	-27.004
0.328	23.78	99.9812	3.6547	-26.995
0.337	23.81	99.9768	3.6545	-26.986
0.345	23.84	99.9724	3.6544	-26.976
0.353	23.87	99.9679	3.6542	-26.967
0.362	23.90	99.9632	3.6540	-26.957
0.370	23.94	99.9585	3.6539	-26.947
0.378	23.97	99.9537	3.6537	-26.936
0.387	24.00	99.9489	3.6535	-26.926
0.395	24.03	99.9439	3.6533	-26.915
0.403	24.06	99.9388	3.6532	-26.904
0.412	24.09	99.9337	3.6530	-26.894
0.420	24.13	99.9285	3.6528	-26.885
0.428	24.16	99.9231	3.6526	-26.877
0.437	24.19	99.9177	3.6524	-26.869
0.445	24.22	99.9121	3.6522	-26.861
0.453	24.25	99.9064	3.6520	-26.853
0.462	24.29	99.9006	3.6518	-26.847
0.470	24.32	99.8947	3.6515	-26.841
0.478	24.35	99.8887	3.6513	-26.835
0.487	24.39	99.8825	3.6511	-26.830
0.495	24.42	99.8762	3.6509	-26.825
0.503	24.46	99.8698	3.6506	-26.820
0.512	24.49	99.8633	3.6504	-26.816
0.520	24.53	99.8566	3.6501	-26.812
0.528	24.56	99.8499	3.6499	-26.808
0.537	24.60	99.8430	3.6497	-26.805
0.545	24.64	99.8361	3.6494	-26.803
0.553	24.67	99.8291	3.6491	-26.801
0.562	24.71	99.8220	3.6489	-26.798
0.570	24.75	99.8149	3.6486	-26.796
0.578	24.78	99.8076	3.6484	-26.795
0.587	24.82	99.8004	3.6481	-26.793
0.595	24.86	99.7931	3.6478	-26.792
0.603	24.90	99.7857	3.6476	-26.791
0.612	24.94	99.7784	3.6473	-26.790
0.620	24.98	99.7710	3.6470	-26.789
0.628	25.02	99.7637	3.6468	-26.789
0.637	25.06	99.7563	3.6465	-26.788
0.645	25.10	99.7489	3.6462	-26.788
0.653	25.14	99.7415	3.6459	-26.788
0.662	25.18	99.7342	3.6457	-26.789
0.670	25.23	99.7268	3.6454	-26.789
0.678	25.27	99.7195	3.6451	-26.789
0.687	25.31	99.7122	3.6449	-26.790
0.695	25.35	99.7049	3.6446	-26.790
0.703	25.40	99.6976	3.6443	-26.791
0.712	25.44	99.6904	3.6441	-26.792
0.720	25.49	99.6832	3.6438	-26.793
0.728	25.53	99.6761	3.6436	-26.793
0.737	25.58	99.6690	3.6433	-26.794
0.745	25.62	99.6620	3.6430	-26.795
0.753	25.67	99.6550	3.6428	-26.797
0.762	25.72	99.6481	3.6425	-26.798
0.770	25.76	99.6412	3.6423	-26.799
0.778	25.81	99.6344	3.6420	-26.800
0.787	25.86	99.6277	3.6418	-26.801
0.795	25.91	99.6210	3.6415	-26.803
0.803	25.96	99.6144	3.6413	-26.804
0.812	26.01	99.6078	3.6411	-26.805
0.820	26.06	99.6013	3.6408	-26.806
0.828	26.11	99.5949	3.6406	-26.807
0.837	26.16	99.5885	3.6403	-26.809
0.845	26.21	99.5822	3.6401	-26.810
0.853	26.26	99.5759	3.6399	-26.811
0.862	26.31	99.5697	3.6397	-26.811
0.870	26.37	99.5635	3.6394	-26.812
0.878	26.42	99.5574	3.6392	-26.813
0.887	26.47	99.5514	3.6390	-26.813
0.895	26.53	99.5454	3.6388	-26.813
0.903	26.58	99.5394	3.6386	-26.812
0.912	26.64	99.5336	3.6383	-26.811
0.920	26.69	99.5277	3.6381	-26.809
0.928	26.75	99.5220	3.6379	-26.807
0.937	26.81	99.5162	3.6377	-26.805
0.945	26.86	99.5106	3.6375	-26.803
0.953	26.92	99.5049	3.6373	-26.799
0.962	26.98	99.4994	3.6371	-26.794
0.970	27.04	99.4938	3.6369	-26.788
0.978	27.10	99.4883	3.6367	-26.782
0.987	27.15	99.4828	3.6365	-26.775
0.995	27.21	99.4774	3.6363	-26.767
1.003	27.27	99.4720	3.6361	-26.758
1.012	27.33	99.4666	3.6359	-26.748
1.020	27.40	99.4612	3.6357	-26.736
1.028	27.46	99.4559	3.6355	-26.724
1.037	27.52	99.4506	3.6353	-26.710
1.045	27.58	99.4453	3.6351	-26.698
1.053	27.64	99.4401	3.6349	-26.684
1.062	27.71	99.4348	3.6347	-26.669
1.070	27.77	99.4295	3.6345	-26.654
1.078	27.84	99.4242	3.6343	-26.639
1.087	27.90	99.4189	3.6341	-26.622
1.095	27.97	99.4136	3.6340	-26.604
1.103	28.03	99.4084	3.6338	-26.587
1.112	28.10	99.4031	3.6336	-26.569
1.120	28.16	99.3978	3.6334	-26.551
1.128	28.23	99.3925	3.6332	-26.532
1.137	28.30	99.3873	3.6330	-26.513
1.145	28.37	99.3820	3.6328	-26.495
1.153	28.44	99.3767	3.6326	-26.474
1.162	28.50	99.3714	3.6324	-26.454
1.170	28.57	99.3661	3.6322	-26.434
1.178	28.64	99.3608	3.6320	-26.414
1.187	28.71	99.3555	3.6318	-26.392
1.195	28.78	99.3502	3.6316	-26.369
1.203	28.85	99.3448	3.6314	-26.347
1.212	28.92	99.3394	3.6312	-26.325
1.220	29.00	99.3340	3.6310	-26.303
1.228	29.07	99.3286	3.6308	-26.279
1.237	29.14	99.3232	3.6307	-26.255
1.245	29.21	99.3178	3.6305	-26.230
1.253	29.29	99.3124	3.6303	-26.204
1.262	29.36	99.3069	3.6301	-26.179
1.270	29.43	99.3014	3.6299	-26.155
1.278	29.51	99.2960	3.6297	-26.130
1.287	29.58	99.2905	3.6295	-26.104
1.295	29.65	99.2850	3.6293	-26.077
1.303	29.73	99.2795	3.6291	-26.050
1.312	29.80	99.2740	3.6289	-26.022
1.320	29.88	99.2685	3.6287	-25.994
1.328	29.96	99.2629	3.6284	-25.966
1.337	30.03	99.2574	3.6282	-25.936
1.345	30.11	99.2518	3.6280	-25.906
1.353	30.19	99.2462	3.6278	-25.877
1.362	30.26	99.2406	3.6276	-25.845
1.370	30.34	99.2349	3.6274	-25.813
1.378	30.42	99.2293	3.6272	-25.781
1.387	30.50	99.2236	3.6270	-25.749
1.395	30.58	99.2179	3.6268	-25.717
1.403	30.66	99.2122	3.6266	-25.684
1.412	30.74	99.2064	3.6264	-25.651
1.420	30.82	99.2007	3.6262	-25.618
1.428	30.90	99.1949	3.6260	-25.585
1.437	30.98	99.1891	3.6257	-25.550
1.445	31.06	99.1833	3.6255	-25.517
1.453	31.14	99.1774	3.6253	-25.482
1.462	31.22	99.1716	3.6251	-25.447
1.470	31.30	99.1657	3.6249	-25.413
1.478	31.38	99.1597	3.6247	-25.377
1.487	31.46	99.1538	3.6245	-25.341
1.495	31.55	99.1478	3.6242	-25.304
1.503	31.63	99.1419	3.6240	-25.268
1.512	31.71	99.1359	3.6238	-25.230
1.520	31.79	99.1299	3.6236	-25.193
1.528	31.88	99.1239	3.6234	-25.155
1.537	31.96	99.1179	3.6231	-25.116
1.545	32.04	99.1119	3.6229	-25.077
1.553	32.13	99.1059	3.6227	-25.038
1.562	32.21	99.0999	3.6225	-24.998
1.570	32.30	99.0938	3.6223	-24.959
1.578	32.38	99.0877	3.6220	-24.919
1.587	32.47	99.0816	3.6218	-24.879
1.595	32.55	99.0755	3.6216	-24.838
1.603	32.64	99.0694	3.6214	-24.796
1.612	32.72	99.0632	3.6211	-24.754
1.620	32.81	99.0570	3.6209	-24.713
1.628	32.90	99.0508	3.6207	-24.672
1.637	32.98	99.0446	3.6205	-24.629
1.645	33.07	99.0383	3.6202	-24.588
1.653	33.16	99.0321	3.6200	-24.547
1.662	33.24	99.0258	3.6198	-24.504
1.670	33.33	99.0195	3.6196	-24.460
1.678	33.42	99.0133	3.6193	-24.417
1.687	33.50	99.0070	3.6191	-24.374
1.695	33.59	99.0007	3.6189	-24.331
1.703	33.68	98.9944	3.6186	-24.288
1.712	33.77	98.9880	3.6184	-24.244
1.720	33.85	98.9817	3.6182	-24.200
