Filename	softwood-50Kmin_3
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	1/8/2023
Sample name	softwood-50Kmin_3
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 50.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0373	4.4117	
0.012		100.1030	4.4146	
0.020		100.1658	4.4174	
0.028		100.2205	4.4198	
0.037		100.2686	4.4219	
0.045	22.71	100.3097	4.4237	-27.241
0.053	22.74	100.3434	4.4252	-27.207
0.062	22.78	100.3698	4.4264	-27.178
0.070	22.81	100.3897	4.4273	-27.153
0.078	22.85	100.4046	4.4279	-27.130
0.087	22.88	100.4144	4.4284	-27.106
0.095	22.92	100.4210	4.4287	-27.084
0.103	22.95	100.4253	4.4288	-27.062
0.112	22.98	100.4283	4.4290	-27.041
0.120	23.02	100.4308	4.4291	-27.021
0.128	23.05	100.4330	4.4292	-27.001
0.137	23.08	100.4350	4.4293	-26.980
0.145	23.12	100.4368	4.4294	-26.961
0.153	23.15	100.4385	4.4294	-26.940
0.162	23.18	100.4400	4.4295	-26.919
0.170	23.22	100.4414	4.4296	-26.898
0.178	23.25	100.4426	4.4296	-26.877
0.187	23.28	100.4438	4.4297	-26.856
0.195	23.32	100.4448	4.4297	-26.835
0.203	23.35	100.4457	4.4297	-26.813
0.212	23.38	100.4464	4.4298	-26.792
0.220	23.41	100.4471	4.4298	-26.771
0.228	23.44	100.4476	4.4298	-26.751
0.237	23.48	100.4481	4.4298	-26.732
0.245	23.51	100.4484	4.4299	-26.713
0.253	23.54	100.4486	4.4299	-26.694
0.262	23.57	100.4487	4.4299	-26.675
0.270	23.60	100.4486	4.4299	-26.656
0.278	23.64	100.4484	4.4299	-26.638
0.287	23.67	100.4481	4.4299	-26.621
0.295	23.70	100.4477	4.4298	-26.603
0.303	23.73	100.4472	4.4298	-26.584
0.312	23.76	100.4465	4.4298	-26.566
0.320	23.80	100.4457	4.4297	-26.548
0.328	23.83	100.4448	4.4297	-26.531
0.337	23.86	100.4438	4.4297	-26.513
0.345	23.89	100.4426	4.4296	-26.496
0.353	23.92	100.4414	4.4296	-26.478
0.362	23.95	100.4400	4.4295	-26.460
0.370	23.99	100.4386	4.4294	-26.442
0.378	24.02	100.4371	4.4294	-26.424
0.387	24.05	100.4354	4.4293	-26.406
0.395	24.08	100.4336	4.4292	-26.389
0.403	24.12	100.4317	4.4291	-26.371
