Filename	WF115_1
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	11/24/2022
Sample name	WF115_1
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 10.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0083	4.3790	
0.012		100.0186	4.3795	
0.020		100.0206	4.3796	
0.028		100.0123	4.3792	
0.037		99.9982	4.3786	
0.045	22.42	99.9809	4.3778	-25.396
0.053	22.44	99.9614	4.3770	-25.368
0.062	22.46	99.9395	4.3760	-25.346
0.070	22.48	99.9146	4.3749	-25.328
0.078	22.49	99.8851	4.3736	-25.313
0.087	22.51	99.8498	4.3721	-25.299
0.095	22.53	99.8150	4.3706	-25.286
0.103	22.55	99.7893	4.3694	-25.275
0.112	22.57	99.7742	4.3688	-25.266
0.120	22.59	99.7648	4.3684	-25.256
0.128	22.61	99.7582	4.3681	-25.248
0.137	22.62	99.7529	4.3678	-25.241
0.145	22.64	99.7484	4.3676	-25.233
0.153	22.66	99.7442	4.3675	-25.226
0.162	22.68	99.7401	4.3673	-25.220
0.170	22.70	99.7360	4.3671	-25.214
0.178	22.71	99.7318	4.3669	-25.208
0.187	22.73	99.7275	4.3667	-25.203
0.195	22.75	99.7232	4.3665	-25.198
0.203	22.77	99.7188	4.3664	-25.192
0.212	22.79	99.7143	4.3662	-25.187
0.220	22.80	99.7098	4.3660	-25.183
0.228	22.82	99.7051	4.3657	-25.179
0.237	22.84	99.7003	4.3655	-25.176
0.245	22.86	99.6953	4.3653	-25.173
0.253	22.88	99.6903	4.3651	-25.170
0.262	22.90	99.6852	4.3649	-25.167
0.270	22.92	99.6799	4.3646	-25.164
0.278	22.94	99.6746	4.3644	-25.161
0.287	22.95	99.6692	4.3642	-25.159
0.295	22.97	99.6636	4.3639	-25.157
0.303	22.99	99.6580	4.3637	-25.156
0.312	23.01	99.6522	4.3634	-25.154
0.320	23.03	99.6463	4.3632	-25.152
0.328	23.05	99.6403	4.3629	-25.151
0.337	23.07	99.6342	4.3626	-25.150
0.345	23.09	99.6279	4.3624	-25.148
0.353	23.11	99.6215	4.3621	-25.148
0.362	23.13	99.6149	4.3618	-25.147
0.370	23.16	99.6082	4.3615	-25.146
0.378	23.18	99.6013	4.3612	-25.146
0.387	23.20	99.5942	4.3609	-25.146
0.395	23.22	99.5870	4.3606	-25.147
0.403	23.25	99.5797	4.3603	-25.148
0.412	23.27	99.5721	4.3599	-25.149
0.420	23.29	99.5644	4.3596	-25.150
0.428	23.32	99.5566	4.3592	-25.152
0.437	23.34	99.5486	4.3589	-25.155
0.445	23.37	99.5405	4.3585	-25.158
0.453	23.39	99.5323	4.3582	-25.161
0.462	23.42	99.5239	4.3578	-25.165
0.470	23.45	99.5155	4.3574	-25.169
0.478	23.48	99.5069	4.3571	-25.174
0.487	23.50	99.4982	4.3567	-25.180
0.495	23.53	99.4894	4.3563	-25.186
0.503	23.56	99.4805	4.3559	-25.193
0.512	23.59	99.4715	4.3555	-25.201
0.520	23.62	99.4624	4.3551	-25.209
0.528	23.65	99.4532	4.3547	-25.217
0.537	23.68	99.4439	4.3543	-25.226
0.545	23.71	99.4346	4.3539	-25.237
0.553	23.74	99.4251	4.3535	-25.249
0.562	23.78	99.4156	4.3531	-25.261
0.570	23.81	99.4060	4.3527	-25.272
0.578	23.84	99.3964	4.3522	-25.284
0.587	23.88	99.3866	4.3518	-25.296
0.595	23.91	99.3769	4.3514	-25.308
0.603	23.95	99.3671	4.3509	-25.320
0.612	23.98	99.3572	4.3505	-25.332
0.620	24.02	99.3473	4.3501	-25.344
0.628	24.06	99.3373	4.3496	-25.356
0.637	24.09	99.3273	4.3492	-25.367
0.645	24.13	99.3172	4.3488	-25.378
0.653	24.17	99.3072	4.3483	-25.390
0.662	24.21	99.2971	4.3479	-25.403
0.670	24.25	99.2869	4.3474	-25.415
0.678	24.29	99.2768	4.3470	-25.429
0.687	24.33	99.2666	4.3466	-25.443
0.695	24.37	99.2564	4.3461	-25.457
0.703	24.41	99.2462	4.3457	-25.471
0.712	24.46	99.2360	4.3452	-25.486
0.720	24.50	99.2258	4.3448	-25.499
0.728	24.54	99.2156	4.3443	-25.513
0.737	24.59	99.2055	4.3439	-25.526
0.745	24.63	99.1953	4.3434	-25.540
0.753	24.68	99.1851	4.3430	-25.554
0.762	24.72	99.1750	4.3425	-25.568
0.770	24.77	99.1649	4.3421	-25.581
0.778	24.82	99.1549	4.3417	-25.595
0.787	24.86	99.1448	4.3412	-25.609
0.795	24.91	99.1348	4.3408	-25.623
0.803	24.96	99.1248	4.3403	-25.637
0.812	25.01	99.1149	4.3399	-25.651
0.820	25.06	99.1049	4.3395	-25.665
0.828	25.11	99.0951	4.3390	-25.679
0.837	25.16	99.0853	4.3386	-25.694
0.845	25.21	99.0755	4.3382	-25.708
0.853	25.26	99.0658	4.3378	-25.721
0.862	25.32	99.0561	4.3373	-25.735
0.870	25.37	99.0465	4.3369	-25.750
0.878	25.42	99.0369	4.3365	-25.764
0.887	25.48	99.0275	4.3361	-25.779
0.895	25.53	99.0181	4.3357	-25.793
0.903	25.59	99.0087	4.3353	-25.806
0.912	25.64	98.9994	4.3348	-25.819
0.920	25.70	98.9901	4.3344	-25.830
0.928	25.76	98.9810	4.3340	-25.841
0.937	25.82	98.9719	4.3336	-25.852
0.945	25.87	98.9629	4.3333	-25.863
0.953	25.93	98.9539	4.3329	-25.872
0.962	25.99	98.9450	4.3325	-25.881
0.970	26.05	98.9362	4.3321	-25.889
0.978	26.11	98.9274	4.3317	-25.896
0.987	26.17	98.9188	4.3313	-25.902
0.995	26.24	98.9102	4.3309	-25.909
1.003	26.30	98.9016	4.3306	-25.915
1.012	26.36	98.8932	4.3302	-25.921
1.020	26.42	98.8848	4.3298	-25.925
1.028	26.49	98.8764	4.3295	-25.929
1.037	26.55	98.8681	4.3291	-25.933
1.045	26.61	98.8599	4.3287	-25.936
1.053	26.68	98.8517	4.3284	-25.939
1.062	26.75	98.8436	4.3280	-25.941
1.070	26.81	98.8355	4.3277	-25.943
1.078	26.88	98.8275	4.3273	-25.945
1.087	26.95	98.8195	4.3270	-25.945
1.095	27.02	98.8115	4.3266	-25.945
1.103	27.08	98.8036	4.3263	-25.943
1.112	27.15	98.7957	4.3259	-25.940
1.120	27.22	98.7878	4.3256	-25.936
1.128	27.30	98.7800	4.3252	-25.931
1.137	27.37	98.7721	4.3249	-25.925
1.145	27.44	98.7643	4.3246	-25.916
1.153	27.51	98.7566	4.3242	-25.906
1.162	27.58	98.7488	4.3239	-25.893
1.170	27.65	98.7410	4.3235	-25.879
1.178	27.73	98.7333	4.3232	-25.862
1.187	27.80	98.7255	4.3229	-25.844
1.195	27.88	98.7177	4.3225	-25.824
1.203	27.95	98.7100	4.3222	-25.803
1.212	28.03	98.7022	4.3218	-25.779
1.220	28.10	98.6943	4.3215	-25.754
1.228	28.18	98.6865	4.3211	-25.730
1.237	28.25	98.6786	4.3208	-25.705
1.245	28.33	98.6707	4.3205	-25.679
1.253	28.41	98.6628	4.3201	-25.653
1.262	28.49	98.6548	4.3198	-25.626
1.270	28.57	98.6468	4.3194	-25.599
1.278	28.64	98.6387	4.3191	-25.571
1.287	28.72	98.6306	4.3187	-25.541
1.295	28.80	98.6225	4.3183	-25.511
1.303	28.88	98.6144	4.3180	-25.481
1.312	28.96	98.6062	4.3176	-25.450
1.320	29.05	98.5980	4.3173	-25.415
1.328	29.13	98.5897	4.3169	-25.381
1.337	29.21	98.5814	4.3165	-25.346
