Filename	softwood-10Kmin_1
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	1/9/2023
Sample name	softwood-10Kmin_1
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 10.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0411	4.3204	
0.012		100.0941	4.3227	
0.020		100.1448	4.3249	
0.028		100.1901	4.3269	
0.037		100.2291	4.3286	
0.045	22.37	100.2612	4.3299	-28.107
0.053	22.41	100.2856	4.3310	-28.050
0.062	22.45	100.3021	4.3317	-27.998
0.070	22.49	100.3106	4.3321	-27.949
0.078	22.53	100.3101	4.3321	-27.900
0.087	22.56	100.3026	4.3317	-27.852
0.095	22.60	100.2935	4.3313	-27.805
0.103	22.64	100.2841	4.3309	-27.758
0.112	22.68	100.2748	4.3305	-27.712
0.120	22.72	100.2659	4.3301	-27.667
0.128	22.75	100.2573	4.3298	-27.621
0.137	22.79	100.2492	4.3294	-27.574
0.145	22.83	100.2413	4.3291	-27.528
0.153	22.87	100.2337	4.3288	-27.481
0.162	22.90	100.2263	4.3284	-27.435
0.170	22.94	100.2191	4.3281	-27.390
0.178	22.98	100.2121	4.3278	-27.345
0.187	23.02	100.2053	4.3275	-27.301
0.195	23.05	100.1988	4.3272	-27.257
0.203	23.09	100.1924	4.3270	-27.213
0.212	23.12	100.1861	4.3267	-27.171
0.220	23.16	100.1801	4.3264	-27.129
0.228	23.20	100.1742	4.3262	-27.088
0.237	23.23	100.1684	4.3259	-27.046
0.245	23.27	100.1628	4.3257	-27.004
0.253	23.30	100.1573	4.3255	-26.963
0.262	23.34	100.1519	4.3252	-26.922
0.270	23.37	100.1467	4.3250	-26.882
0.278	23.41	100.1415	4.3248	-26.843
0.287	23.44	100.1365	4.3246	-26.804
0.295	23.48	100.1315	4.3243	-26.764
0.303	23.51	100.1266	4.3241	-26.725
0.312	23.55	100.1218	4.3239	-26.686
0.320	23.59	100.1170	4.3237	-26.649
0.328	23.62	100.1122	4.3235	-26.612
0.337	23.66	100.1076	4.3233	-26.575
0.345	23.69	100.1030	4.3231	-26.539
0.353	23.73	100.0984	4.3229	-26.503
0.362	23.76	100.0938	4.3227	-26.465
0.370	23.80	100.0893	4.3225	-26.428
0.378	23.83	100.0848	4.3223	-26.392
0.387	23.87	100.0804	4.3221	-26.357
0.395	23.90	100.0760	4.3220	-26.322
0.403	23.94	100.0717	4.3218	-26.286
0.412	23.97	100.0673	4.3216	-26.253
0.420	24.01	100.0630	4.3214	-26.219
0.428	24.04	100.0587	4.3212	-26.182
0.437	24.08	100.0544	4.3210	-26.147
0.445	24.11	100.0502	4.3208	-26.113
0.453	24.15	100.0459	4.3206	-26.080
0.462	24.18	100.0416	4.3205	-26.046
0.470	24.22	100.0372	4.3203	-26.014
0.478	24.26	100.0329	4.3201	-25.985
0.487	24.29	100.0285	4.3199	-25.955
0.495	24.33	100.0241	4.3197	-25.924
0.503	24.37	100.0196	4.3195	-25.893
0.512	24.41	100.0152	4.3193	-25.865
0.520	24.44	100.0107	4.3191	-25.837
0.528	24.48	100.0061	4.3189	-25.808
0.537	24.52	100.0015	4.3187	-25.779
0.545	24.56	99.9969	4.3185	-25.751
0.553	24.60	99.9923	4.3183	-25.722
0.562	24.64	99.9876	4.3181	-25.694
0.570	24.68	99.9830	4.3179	-25.666
0.578	24.72	99.9783	4.3177	-25.639
0.587	24.76	99.9736	4.3175	-25.611
0.595	24.80	99.9689	4.3173	-25.584
0.603	24.84	99.9642	4.3171	-25.559
0.612	24.88	99.9595	4.3169	-25.535
0.620	24.93	99.9548	4.3167	-25.511
0.628	24.97	99.9501	4.3165	-25.487
0.637	25.01	99.9455	4.3163	-25.464
0.645	25.05	99.9408	4.3161	-25.440
0.653	25.10	99.9362	4.3159	-25.417
0.662	25.14	99.9315	4.3157	-25.394
0.670	25.19	99.9269	4.3155	-25.373
0.678	25.23	99.9224	4.3153	-25.351
0.687	25.28	99.9179	4.3151	-25.328
0.695	25.32	99.9134	4.3149	-25.305
0.703	25.37	99.9089	4.3147	-25.282
0.712	25.41	99.9045	4.3145	-25.259
0.720	25.46	99.9002	4.3144	-25.236
0.728	25.51	99.8959	4.3142	-25.214
0.737	25.56	99.8917	4.3140	-25.192
0.745	25.60	99.8876	4.3138	-25.169
0.753	25.65	99.8835	4.3136	-25.148
0.762	25.70	99.8794	4.3135	-25.126
0.770	25.75	99.8754	4.3133	-25.104
0.778	25.80	99.8715	4.3131	-25.081
0.787	25.85	99.8676	4.3130	-25.058
0.795	25.90	99.8638	4.3128	-25.036
0.803	25.95	99.8601	4.3126	-25.012
0.812	26.00	99.8564	4.3125	-24.989
0.820	26.05	99.8528	4.3123	-24.965
0.828	26.11	99.8493	4.3122	-24.942
0.837	26.16	99.8459	4.3120	-24.918
0.845	26.21	99.8425	4.3119	-24.895
0.853	26.27	99.8391	4.3117	-24.872
