Filename	softwood-20Kmin_3
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	1/9/2023
Sample name	softwood-20Kmin_3
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 20.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0294	5.2453	
0.012		100.0661	5.2472	
0.020		100.0998	5.2490	
0.028		100.1305	5.2506	
0.037		100.1581	5.2521	
0.045	21.97	100.1812	5.2533	-28.719
0.053	22.01	100.1986	5.2542	-28.655
0.062	22.05	100.2098	5.2548	-28.596
0.070	22.09	100.2157	5.2551	-28.540
0.078	22.13	100.2177	5.2552	-28.485
0.087	22.17	100.2167	5.2551	-28.429
0.095	22.21	100.2149	5.2550	-28.374
0.103	22.25	100.2128	5.2549	-28.320
0.112	22.29	100.2107	5.2548	-28.266
0.120	22.33	100.2086	5.2547	-28.212
0.128	22.37	100.2065	5.2546	-28.159
0.137	22.41	100.2044	5.2545	-28.106
0.145	22.45	100.2023	5.2544	-28.053
0.153	22.49	100.2003	5.2543	-28.001
0.162	22.53	100.1982	5.2542	-27.949
0.170	22.57	100.1962	5.2541	-27.898
0.178	22.61	100.1942	5.2540	-27.849
0.187	22.64	100.1922	5.2539	-27.799
0.195	22.68	100.1902	5.2537	-27.749
0.203	22.72	100.1883	5.2536	-27.699
0.212	22.76	100.1863	5.2535	-27.650
0.220	22.80	100.1844	5.2534	-27.602
0.228	22.84	100.1825	5.2533	-27.552
0.237	22.87	100.1806	5.2532	-27.504
0.245	22.91	100.1788	5.2531	-27.455
0.253	22.95	100.1769	5.2531	-27.407
0.262	22.99	100.1750	5.2530	-27.359
0.270	23.02	100.1731	5.2529	-27.312
0.278	23.06	100.1713	5.2528	-27.264
0.287	23.10	100.1694	5.2527	-27.217
0.295	23.14	100.1674	5.2526	-27.172
0.303	23.17	100.1655	5.2525	-27.125
0.312	23.21	100.1635	5.2523	-27.081
0.320	23.25	100.1615	5.2522	-27.039
0.328	23.28	100.1595	5.2521	-26.995
0.337	23.32	100.1574	5.2520	-26.951
0.345	23.36	100.1554	5.2519	-26.908
0.353	23.39	100.1532	5.2518	-26.865
0.362	23.43	100.1511	5.2517	-26.823
0.370	23.47	100.1489	5.2516	-26.782
0.378	23.50	100.1467	5.2515	-26.741
0.387	23.54	100.1445	5.2514	-26.700
0.395	23.57	100.1423	5.2512	-26.659
0.403	23.61	100.1400	5.2511	-26.617
0.412	23.65	100.1377	5.2510	-26.577
0.420	23.68	100.1353	5.2509	-26.537
0.428	23.72	100.1330	5.2507	-26.498
0.437	23.76	100.1306	5.2506	-26.460
0.445	23.79	100.1281	5.2505	-26.422
0.453	23.83	100.1257	5.2504	-26.383
0.462	23.87	100.1231	5.2502	-26.345
0.470	23.91	100.1206	5.2501	-26.308
0.478	23.94	100.1179	5.2500	-26.270
0.487	23.98	100.1152	5.2498	-26.234
0.495	24.02	100.1125	5.2497	-26.199
0.503	24.06	100.1097	5.2495	-26.164
0.512	24.10	100.1068	5.2494	-26.129
0.520	24.14	100.1039	5.2492	-26.094
0.528	24.17	100.1010	5.2491	-26.061
0.537	24.21	100.0980	5.2489	-26.027
0.545	24.25	100.0949	5.2488	-25.994
0.553	24.29	100.0919	5.2486	-25.962
0.562	24.33	100.0887	5.2484	-25.932
0.570	24.38	100.0856	5.2483	-25.901
0.578	24.42	100.0824	5.2481	-25.870
0.587	24.46	100.0792	5.2479	-25.839
0.595	24.50	100.0759	5.2478	-25.808
0.603	24.54	100.0726	5.2476	-25.779
0.612	24.58	100.0693	5.2474	-25.750
0.620	24.63	100.0660	5.2472	-25.723
0.628	24.67	100.0626	5.2471	-25.695
0.637	24.71	100.0592	5.2469	-25.668
0.645	24.76	100.0558	5.2467	-25.641
0.653	24.80	100.0525	5.2465	-25.613
0.662	24.84	100.0491	5.2463	-25.586
0.670	24.89	100.0457	5.2462	-25.560
0.678	24.93	100.0423	5.2460	-25.535
0.687	24.98	100.0388	5.2458	-25.509
0.695	25.02	100.0354	5.2456	-25.484
0.703	25.07	100.0320	5.2455	-25.458
0.712	25.12	100.0287	5.2453	-25.433
0.720	25.16	100.0253	5.2451	-25.408
0.728	25.21	100.0219	5.2449	-25.383
0.737	25.26	100.0186	5.2447	-25.358
0.745	25.31	100.0153	5.2446	-25.335
0.753	25.36	100.0120	5.2444	-25.311
0.762	25.40	100.0088	5.2442	-25.287
0.770	25.45	100.0056	5.2441	-25.262
0.778	25.50	100.0024	5.2439	-25.238
0.787	25.55	99.9992	5.2437	-25.215
0.795	25.60	99.9962	5.2436	-25.191
0.803	25.65	99.9931	5.2434	-25.168
0.812	25.71	99.9901	5.2433	-25.145
0.820	25.76	99.9871	5.2431	-25.122
0.828	25.81	99.9842	5.2429	-25.098
0.837	25.86	99.9813	5.2428	-25.075
0.845	25.91	99.9785	5.2426	-25.054
0.853	25.97	99.9757	5.2425	-25.031
0.862	26.02	99.9730	5.2424	-25.009
0.870	26.07	99.9703	5.2422	-24.985
0.878	26.13	99.9676	5.2421	-24.962
0.887	26.18	99.9650	5.2419	-24.939
0.895	26.24	99.9624	5.2418	-24.914
0.903	26.30	99.9599	5.2417	-24.891
0.912	26.35	99.9575	5.2415	-24.868
0.920	26.41	99.9550	5.2414	-24.844
0.928	26.47	99.9527	5.2413	-24.817
0.937	26.52	99.9504	5.2412	-24.793
0.945	26.58	99.9481	5.2411	-24.768
0.953	26.64	99.9459	5.2409	-24.743
0.962	26.70	99.9437	5.2408	-24.717
0.970	26.76	99.9416	5.2407	-24.690
0.978	26.82	99.9395	5.2406	-24.665
0.987	26.88	99.9374	5.2405	-24.637
0.995	26.94	99.9354	5.2404	-24.609
1.003	27.00	99.9334	5.2403	-24.580
1.012	27.06	99.9314	5.2402	-24.552
1.020	27.12	99.9295	5.2401	-24.523
1.028	27.18	99.9276	5.2400	-24.493
1.037	27.25	99.9257	5.2399	-24.463
1.045	27.31	99.9238	5.2398	-24.434
1.053	27.37	99.9219	5.2397	-24.403
1.062	27.44	99.9201	5.2396	-24.372
1.070	27.50	99.9183	5.2395	-24.342
1.078	27.57	99.9166	5.2394	-24.310
1.087	27.63	99.9148	5.2393	-24.279
1.095	27.70	99.9131	5.2392	-24.247
1.103	27.76	99.9114	5.2391	-24.214
1.112	27.83	99.9097	5.2390	-24.180
1.120	27.90	99.9080	5.2389	-24.146
1.128	27.96	99.9063	5.2389	-24.111
1.137	28.03	99.9046	5.2388	-24.076
1.145	28.10	99.9029	5.2387	-24.039
1.153	28.17	99.9012	5.2386	-24.003
1.162	28.24	99.8995	5.2385	-23.966
1.170	28.30	99.8978	5.2384	-23.927
1.178	28.37	99.8961	5.2383	-23.888
1.187	28.44	99.8945	5.2382	-23.850
1.195	28.51	99.8928	5.2382	-23.810
1.203	28.59	99.8911	5.2381	-23.770
1.212	28.66	99.8894	5.2380	-23.730
1.220	28.73	99.8877	5.2379	-23.688
1.228	28.80	99.8859	5.2378	-23.647
1.237	28.87	99.8842	5.2377	-23.604
1.245	28.95	99.8825	5.2376	-23.562
1.253	29.02	99.8807	5.2375	-23.519
1.262	29.09	99.8789	5.2374	-23.475
1.270	29.17	99.8771	5.2373	-23.430
1.278	29.24	99.8753	5.2372	-23.385
1.287	29.32	99.8734	5.2371	-23.340
1.295	29.39	99.8716	5.2370	-23.293
1.303	29.47	99.8697	5.2369	-23.246
1.312	29.54	99.8678	5.2368	-23.199
1.320	29.62	99.8659	5.2367	-23.151
1.328	29.70	99.8640	5.2366	-23.102
1.337	29.77	99.8620	5.2365	-23.052
1.345	29.85	99.8601	5.2364	-23.003
1.353	29.93	99.8581	5.2363	-22.954
1.362	30.00	99.8562	5.2362	-22.903
1.370	30.08	99.8542	5.2361	-22.851
1.378	30.16	99.8521	5.2360	-22.800
1.387	30.24	99.8501	5.2359	-22.747
1.395	30.32	99.8480	5.2358	-22.695
1.403	30.40	99.8459	5.2357	-22.641
1.412	30.48	99.8439	5.2356	-22.588
1.420	30.56	99.8417	5.2355	-22.535
1.428	30.64	99.8396	5.2354	-22.479
1.437	30.72	99.8374	5.2352	-22.423
1.445	30.80	99.8352	5.2351	-22.366
1.453	30.88	99.8330	5.2350	-22.310
1.462	30.96	99.8308	5.2349	-22.253
1.470	31.04	99.8285	5.2348	-22.195
1.478	31.13	99.8262	5.2347	-22.137
1.487	31.21	99.8239	5.2345	-22.079
1.495	31.29	99.8216	5.2344	-22.020
1.503	31.38	99.8192	5.2343	-21.960
1.512	31.46	99.8168	5.2342	-21.901
1.520	31.54	99.8144	5.2340	-21.841
1.528	31.62	99.8120	5.2339	-21.781
1.537	31.71	99.8095	5.2338	-21.719
1.545	31.79	99.8070	5.2337	-21.659
1.553	31.88	99.8046	5.2335	-21.597
1.562	31.96	99.8020	5.2334	-21.535
1.570	32.05	99.7995	5.2333	-21.472
1.578	32.13	99.7970	5.2331	-21.409
1.587	32.22	99.7944	5.2330	-21.345
1.595	32.30	99.7918	5.2329	-21.281
1.603	32.39	99.7892	5.2327	-21.217
1.612	32.48	99.7865	5.2326	-21.152
1.620	32.56	99.7839	5.2324	-21.088
1.628	32.65	99.7812	5.2323	-21.023
1.637	32.74	99.7785	5.2322	-20.957
1.645	32.82	99.7758	5.2320	-20.892
1.653	32.91	99.7730	5.2319	-20.825
1.662	33.00	99.7703	5.2317	-20.758
1.670	33.09	99.7675	5.2316	-20.691
1.678	33.17	99.7648	5.2314	-20.625
1.687	33.26	99.7620	5.2313	-20.557
1.695	33.35	99.7592	5.2311	-20.489
1.703	33.44	99.7564	5.2310	-20.422
1.712	33.53	99.7536	5.2309	-20.353
1.720	33.62	99.7508	5.2307	-20.284
1.728	33.71	99.7480	5.2306	-20.215
1.737	33.80	99.7452	5.2304	-20.147
1.745	33.89	99.7423	5.2303	-20.079
1.753	33.98	99.7394	5.2301	-20.010
1.762	34.06	99.7365	5.2300	-19.940
1.770	34.15	99.7336	5.2298	-19.872
1.778	34.25	99.7307	5.2297	-19.801
1.787	34.33	99.7277	5.2295	-19.732
1.795	34.42	99.7247	5.2293	-19.662
1.803	34.52	99.7217	5.2292	-19.591
1.812	34.61	99.7187	5.2290	-19.521
1.820	34.70	99.7156	5.2289	-19.450
1.828	34.79	99.7125	5.2287	-19.379
1.837	34.88	99.7094	5.2285	-19.308
1.845	34.97	99.7063	5.2284	-19.236
1.853	35.06	99.7032	5.2282	-19.165
1.862	35.15	99.7000	5.2280	-19.092
1.870	35.24	99.6968	5.2279	-19.020
1.878	35.34	99.6936	5.2277	-18.948
1.887	35.43	99.6904	5.2275	-18.875
1.895	35.52	99.6871	5.2274	-18.803
1.903	35.61	99.6839	5.2272	-18.729
1.912	35.71	99.6806	5.2270	-18.656
1.920	35.80	99.6774	5.2269	-18.583
1.928	35.89	99.6741	5.2267	-18.510
1.937	35.98	99.6708	5.2265	-18.436
1.945	36.08	99.6675	5.2263	-18.363
1.953	36.17	99.6642	5.2262	-18.289
1.962	36.26	99.6609	5.2260	-18.214
1.970	36.35	99.6576	5.2258	-18.141
1.978	36.45	99.6542	5.2256	-18.067
1.987	36.54	99.6509	5.2255	-17.994
1.995	36.63	99.6475	5.2253	-17.920
2.003	36.72	99.6441	5.2251	-17.846
2.012	36.82	99.6407	5.2249	-17.771
2.020	36.91	99.6372	5.2248	-17.697
2.028	37.00	99.6338	5.2246	-17.624
2.037	37.10	99.6303	5.2244	-17.550
2.045	37.19	99.6268	5.2242	-17.475
2.053	37.29	99.6233	5.2240	-17.400
2.062	37.38	99.6197	5.2238	-17.325
2.070	37.47	99.6162	5.2236	-17.251
2.078	37.57	99.6126	5.2235	-17.176
2.087	37.66	99.6090	5.2233	-17.101
2.095	37.75	99.6054	5.2231	-17.026
2.103	37.85	99.6018	5.2229	-16.952
2.112	37.94	99.5981	5.2227	-16.878
2.120	38.04	99.5945	5.2225	-16.805
2.128	38.13	99.5908	5.2223	-16.730
2.137	38.22	99.5872	5.2221	-16.656
2.145	38.32	99.5835	5.2219	-16.581
2.153	38.41	99.5798	5.2217	-16.506
2.162	38.50	99.5761	5.2215	-16.431
2.170	38.60	99.5723	5.2213	-16.357
2.178	38.69	99.5686	5.2212	-16.283
2.187	38.79	99.5648	5.2210	-16.208
2.195	38.88	99.5611	5.2208	-16.132
