Filename	softwood-20Kmin_1
Instrument name	0650-0369 (192.168.1.2)
Operator	ca527
rundate	1/8/2023
Sample name	softwood-20Kmin_1
proceduresegments	Select Gas: Gas 1 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 20.00 °C/min to 900.00 °C; Isothermal 30.0 min; Select Gas: Gas 2 ; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0304	4.1507	
0.012		100.0713	4.1524	
0.020		100.1094	4.1540	
0.028		100.1416	4.1554	
0.037		100.1668	4.1564	
0.045	22.57	100.1838	4.1571	-28.034
0.053	22.61	100.1948	4.1576	-27.989
0.062	22.64	100.2029	4.1579	-27.950
0.070	22.68	100.2092	4.1582	-27.912
0.078	22.71	100.2134	4.1583	-27.876
0.087	22.75	100.2156	4.1584	-27.842
0.095	22.78	100.2164	4.1585	-27.806
0.103	22.82	100.2163	4.1585	-27.773
0.112	22.85	100.2158	4.1584	-27.739
0.120	22.89	100.2150	4.1584	-27.705
0.128	22.92	100.2141	4.1584	-27.673
0.137	22.96	100.2131	4.1583	-27.641
0.145	22.99	100.2119	4.1583	-27.609
0.153	23.03	100.2107	4.1582	-27.577
0.162	23.06	100.2094	4.1582	-27.545
0.170	23.10	100.2081	4.1581	-27.513
0.178	23.13	100.2068	4.1581	-27.483
0.187	23.17	100.2054	4.1580	-27.452
0.195	23.20	100.2040	4.1579	-27.422
0.203	23.23	100.2025	4.1579	-27.392
0.212	23.27	100.2010	4.1578	-27.362
0.220	23.30	100.1996	4.1578	-27.331
0.228	23.33	100.1980	4.1577	-27.301
0.237	23.37	100.1965	4.1576	-27.271
0.245	23.40	100.1949	4.1576	-27.243
0.253	23.43	100.1932	4.1575	-27.214
0.262	23.47	100.1915	4.1574	-27.186
0.270	23.50	100.1898	4.1574	-27.158
0.278	23.53	100.1880	4.1573	-27.130
0.287	23.57	100.1861	4.1572	-27.103
0.295	23.60	100.1841	4.1571	-27.076
0.303	23.63	100.1821	4.1570	-27.048
0.312	23.67	100.1799	4.1569	-27.020
0.320	23.70	100.1777	4.1569	-26.994
0.328	23.73	100.1755	4.1568	-26.967
0.337	23.76	100.1732	4.1567	-26.939
0.345	23.80	100.1709	4.1566	-26.913
0.353	23.83	100.1684	4.1565	-26.887
0.362	23.86	100.1659	4.1564	-26.860
0.370	23.89	100.1634	4.1563	-26.835
0.378	23.93	100.1608	4.1561	-26.809
0.387	23.96	100.1581	4.1560	-26.785
0.395	23.99	100.1554	4.1559	-26.761
0.403	24.03	100.1526	4.1558	-26.735
0.412	24.06	100.1497	4.1557	-26.710
0.420	24.09	100.1467	4.1556	-26.686
0.428	24.13	100.1436	4.1554	-26.661
0.437	24.16	100.1404	4.1553	-26.637
0.445	24.20	100.1371	4.1552	-26.615
0.453	24.23	100.1337	4.1550	-26.593
0.462	24.27	100.1303	4.1549	-26.572
0.470	24.30	100.1267	4.1547	-26.550
0.478	24.34	100.1230	4.1546	-26.529
0.487	24.37	100.1193	4.1544	-26.509
0.495	24.41	100.1155	4.1543	-26.490
0.503	24.44	100.1115	4.1541	-26.471
0.512	24.48	100.1075	4.1539	-26.452
0.520	24.52	100.1034	4.1538	-26.432
0.528	24.55	100.0993	4.1536	-26.413
0.537	24.59	100.0950	4.1534	-26.393
0.545	24.63	100.0907	4.1532	-26.375
0.553	24.67	100.0863	4.1531	-26.356
0.562	24.71	100.0818	4.1529	-26.338
0.570	24.75	100.0773	4.1527	-26.320
0.578	24.78	100.0727	4.1525	-26.304
0.587	24.82	100.0681	4.1523	-26.287
0.595	24.86	100.0634	4.1521	-26.271
0.603	24.90	100.0587	4.1519	-26.257
0.612	24.94	100.0539	4.1517	-26.243
0.620	24.99	100.0491	4.1515	-26.229
0.628	25.03	100.0442	4.1513	-26.215
0.637	25.07	100.0394	4.1511	-26.202
0.645	25.11	100.0345	4.1509	-26.189
0.653	25.15	100.0296	4.1507	-26.177
0.662	25.20	100.0247	4.1505	-26.164
0.670	25.24	100.0198	4.1503	-26.151
0.678	25.28	100.0150	4.1501	-26.139
0.687	25.33	100.0101	4.1499	-26.126
0.695	25.37	100.0053	4.1497	-26.113
0.703	25.42	100.0004	4.1495	-26.099
0.712	25.46	99.9957	4.1493	-26.086
0.720	25.51	99.9909	4.1491	-26.074
0.728	25.56	99.9862	4.1489	-26.062
0.737	25.60	99.9816	4.1487	-26.049
0.745	25.65	99.9770	4.1485	-26.037
0.753	25.70	99.9724	4.1483	-26.026
0.762	25.75	99.9678	4.1481	-26.015
0.770	25.80	99.9633	4.1480	-26.004
0.778	25.84	99.9589	4.1478	-25.994
0.787	25.89	99.9544	4.1476	-25.985
0.795	25.94	99.9500	4.1474	-25.975
0.803	25.99	99.9457	4.1472	-25.964
0.812	26.05	99.9415	4.1470	-25.954
0.820	26.10	99.9372	4.1469	-25.943
0.828	26.15	99.9331	4.1467	-25.932
0.837	26.20	99.9290	4.1465	-25.921
0.845	26.25	99.9249	4.1464	-25.910
0.853	26.31	99.9210	4.1462	-25.897
0.862	26.36	99.9171	4.1460	-25.884
0.870	26.41	99.9134	4.1459	-25.870
0.878	26.47	99.9097	4.1457	-25.856
0.887	26.52	99.9061	4.1456	-25.841
0.895	26.58	99.9025	4.1454	-25.826
0.903	26.63	99.8990	4.1453	-25.811
0.912	26.69	99.8956	4.1451	-25.796
0.920	26.75	99.8922	4.1450	-25.779
0.928	26.80	99.8889	4.1449	-25.762
0.937	26.86	99.8856	4.1447	-25.746
0.945	26.92	99.8823	4.1446	-25.730
0.953	26.98	99.8790	4.1445	-25.712
0.962	27.04	99.8759	4.1443	-25.694
0.970	27.10	99.8727	4.1442	-25.676
0.978	27.16	99.8697	4.1441	-25.656
0.987	27.22	99.8667	4.1439	-25.636
0.995	27.28	99.8637	4.1438	-25.613
1.003	27.34	99.8608	4.1437	-25.592
