Filename	CLSOx10_3
Instrument name	5500-0018 (192.168.1.3)
Operator	mp933
rundate	10/6/2022
Sample name	CLSOx10_3
proceduresegments	Select Gas: Gas 2 ; Mass Flow  25.00 mL/min; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 10.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 40.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight
min	°C	%	mg
0.003	35.21	96.7705	4.7786
0.012	35.19	95.4957	4.7157
0.020	35.18	95.3637	4.7091
0.028	35.16	95.4711	4.7144
0.037	35.14	95.4585	4.7138
0.045	35.13	95.3939	4.7106
0.053	35.11	95.4407	4.7129
0.062	35.10	95.4357	4.7127
0.070	35.08	95.3773	4.7098
0.078	35.06	95.4294	4.7124
0.087	35.05	95.4344	4.7126
0.095	35.03	95.3435	4.7081
0.103	35.02	95.3994	4.7109
0.112	35.00	95.4316	4.7125
0.120	34.99	95.3939	4.7106
0.128	34.98	95.4162	4.7117
0.137	34.96	95.4070	4.7113
0.145	34.95	95.3951	4.7107
0.153	34.93	95.4217	4.7120
0.162	34.92	95.3944	4.7107
0.170	34.91	95.3806	4.7100
0.178	34.89	95.3826	4.7101
0.187	34.88	95.3817	4.7100
0.195	34.87	95.3730	4.7096
0.203	34.85	95.3648	4.7092
0.212	34.84	95.3561	4.7088
0.220	34.83	95.3527	4.7086
0.228	34.82	95.3511	4.7085
0.237	34.80	95.3506	4.7085
0.245	34.79	95.3463	4.7083
0.253	34.78	95.3440	4.7082
0.262	34.77	95.3424	4.7081
0.270	34.76	95.3383	4.7079
0.278	34.76	95.3355	4.7077
0.287	34.75	95.3330	4.7076
0.295	34.74	95.3307	4.7075
0.303	34.74	95.3268	4.7073
0.312	34.73	95.3239	4.7072
0.320	34.73	95.3204	4.7070
0.328	34.73	95.3153	4.7068
0.337	34.73	95.3130	4.7066
0.345	34.73	95.3107	4.7065
0.353	34.73	95.3078	4.7064
0.362	34.74	95.3050	4.7062
0.370	34.75	95.3022	4.7061
0.378	34.76	95.2987	4.7059
0.387	34.78	95.2952	4.7058
0.395	34.79	95.2921	4.7056
0.403	34.82	95.2884	4.7054
0.412	34.84	95.2849	4.7052
0.420	34.87	95.2819	4.7051
0.428	34.90	95.2784	4.7049
0.437	34.93	95.2745	4.7047
0.445	34.97	95.2711	4.7046
0.453	35.00	95.2675	4.7044
0.462	35.05	95.2625	4.7041
0.470	35.09	95.2580	4.7039
0.478	35.14	95.2532	4.7037
0.487	35.19	95.2485	4.7035
0.495	35.25	95.2443	4.7032
0.503	35.30	95.2401	4.7030
0.512	35.36	95.2354	4.7028
0.520	35.42	95.2303	4.7026
0.528	35.48	95.2252	4.7023
0.537	35.55	95.2190	4.7020
0.545	35.61	95.2137	4.7017
0.553	35.68	95.2087	4.7015
0.562	35.75	95.2032	4.7012
0.570	35.82	95.1977	4.7009
0.578	35.90	95.1924	4.7007
0.587	35.97	95.1867	4.7004
0.595	36.04	95.1809	4.7001
0.603	36.12	95.1753	4.6998
0.612	36.20	95.1692	4.6995
0.620	36.27	95.1623	4.6992
0.628	36.35	95.1564	4.6989
0.637	36.43	95.1507	4.6986
0.645	36.51	95.1445	4.6983
0.653	36.59	95.1383	4.6980
0.662	36.67	95.1323	4.6977
0.670	36.75	95.1254	4.6974
0.678	36.83	95.1185	4.6970
0.687	36.91	95.1121	4.6967
0.695	36.99	95.1054	4.6964
0.703	37.07	95.0988	4.6961
0.712	37.15	95.0925	4.6958
0.720	37.23	95.0860	4.6954
0.728	37.31	95.0794	4.6951
0.737	37.39	95.0731	4.6948
0.745	37.48	95.0666	4.6945
0.753	37.56	95.0598	4.6941
0.762	37.64	95.0533	4.6938
0.770	37.72	95.0468	4.6935
0.778	37.80	95.0400	4.6932
0.787	37.88	95.0334	4.6928
0.795	37.96	95.0269	4.6925
0.803	38.04	95.0200	4.6922
0.812	38.12	95.0135	4.6918
0.820	38.20	95.0071	4.6915
0.828	38.28	95.0001	4.6912
0.837	38.36	94.9935	4.6909
0.845	38.44	94.9871	4.6905
0.853	38.53	94.9801	4.6902
0.862	38.61	94.9732	4.6899
0.870	38.69	94.9667	4.6895
0.878	38.77	94.9599	4.6892
0.887	38.85	94.9532	4.6889
0.895	38.93	94.9467	4.6886
0.903	39.01	94.9401	4.6882
0.912	39.09	94.9333	4.6879
0.920	39.17	94.9267	4.6876
0.928	39.26	94.9201	4.6872
0.937	39.34	94.9133	4.6869
0.945	39.42	94.9067	4.6866
0.953	39.50	94.9001	4.6862
0.962	39.59	94.8932	4.6859
0.970	39.67	94.8866	4.6856
0.978	39.75	94.8801	4.6853
0.987	39.83	94.8734	4.6849
0.995	39.92	94.8667	4.6846
1.003	40.00	94.8602	4.6843
1.012	40.08	94.8533	4.6839
1.020	40.17	94.8464	4.6836
1.028	40.25	94.8399	4.6833
1.037	40.33	94.8330	4.6829
1.045	40.42	94.8261	4.6826
1.053	40.50	94.8195	4.6823
1.062	40.59	94.8127	4.6819
1.070	40.67	94.8057	4.6816
1.078	40.76	94.7990	4.6813
1.087	40.84	94.7924	4.6809
1.095	40.93	94.7855	4.6806
