Filename	CLSOx50_6
Instrument name	5500-0018 (192.168.1.3)
Operator	mp933
rundate	10/25/2022
Sample name	CLSOx50_6
proceduresegments	Select Gas: Gas 2 ; Mass Flow  25.00 mL/min; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 50.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 40.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight
min	°C	%	mg
0.003	35.53	97.1415	5.1429
0.012	35.51	96.0530	5.0852
0.020	35.50	95.8592	5.0750
0.028	35.48	95.9636	5.0805
0.037	35.46	96.0354	5.0843
0.045	35.45	95.9177	5.0781
0.053	35.43	95.9217	5.0783
0.062	35.41	96.0143	5.0832
0.070	35.40	95.9521	5.0799
0.078	35.38	95.9001	5.0771
0.087	35.37	96.1901	5.0925
0.095	35.35	96.3491	5.1009
0.103	35.34	96.3287	5.0998
0.112	35.32	96.2189	5.0940
0.120	35.31	95.9970	5.0823
0.128	35.30	95.9157	5.0780
0.137	35.28	95.9767	5.0812
0.145	35.27	95.9580	5.0802
0.153	35.25	95.9374	5.0791
0.162	35.24	95.9670	5.0807
0.170	35.23	95.9531	5.0800
0.178	35.21	95.9448	5.0795
0.187	35.20	95.9580	5.0802
0.195	35.19	95.9534	5.0800
0.203	35.18	95.9418	5.0794
0.212	35.16	95.9456	5.0796
0.220	35.15	95.9410	5.0793
0.228	35.14	95.9315	5.0788
0.237	35.13	95.9269	5.0786
0.245	35.12	95.9217	5.0783
0.253	35.11	95.9174	5.0781
0.262	35.10	95.9138	5.0779
0.270	35.09	95.9104	5.0777
0.278	35.08	95.9046	5.0774
0.287	35.08	95.9017	5.0772
0.295	35.07	95.8995	5.0771
0.303	35.06	95.8968	5.0770
0.312	35.06	95.8947	5.0769
0.320	35.06	95.8928	5.0768
0.328	35.06	95.8905	5.0766
0.337	35.06	95.8879	5.0765
0.345	35.06	95.8859	5.0764
0.353	35.07	95.8823	5.0762
0.362	35.08	95.8795	5.0761
0.370	35.09	95.8780	5.0760
0.378	35.10	95.8758	5.0759
0.387	35.11	95.8730	5.0757
0.395	35.13	95.8711	5.0756
0.403	35.15	95.8683	5.0755
0.412	35.18	95.8615	5.0751
0.420	35.21	95.8583	5.0749
0.428	35.24	95.8555	5.0748
0.437	35.27	95.8509	5.0745
0.445	35.31	95.8483	5.0744
0.453	35.35	95.8465	5.0743
0.462	35.39	95.8443	5.0742
0.470	35.44	95.8421	5.0741
0.478	35.48	95.8401	5.0740
0.487	35.53	95.8372	5.0738
0.495	35.59	95.8344	5.0737
0.503	35.64	95.8319	5.0735
0.512	35.70	95.8290	5.0734
0.520	35.76	95.8260	5.0732
0.528	35.83	95.8233	5.0731
0.537	35.89	95.8200	5.0729
0.545	35.96	95.8163	5.0727
0.553	36.03	95.8126	5.0725
0.562	36.10	95.8079	5.0723
0.570	36.17	95.8023	5.0720
0.578	36.24	95.7989	5.0718
0.587	36.32	95.7951	5.0716
0.595	36.39	95.7914	5.0714
0.603	36.47	95.7882	5.0712
0.612	36.54	95.7846	5.0710
0.620	36.62	95.7787	5.0707
0.628	36.70	95.7735	5.0704
0.637	36.78	95.7690	5.0702
0.645	36.86	95.7642	5.0700
0.653	36.94	95.7599	5.0697
0.662	37.02	95.7563	5.0695
0.670	37.10	95.7526	5.0693
0.678	37.18	95.7487	5.0691
0.687	37.26	95.7452	5.0689
0.695	37.34	95.7413	5.0687
0.703	37.42	95.7371	5.0685
0.712	37.50	95.7336	5.0683
0.720	37.59	95.7295	5.0681
0.728	37.67	95.7254	5.0679
0.737	37.75	95.7217	5.0677
0.745	37.83	95.7177	5.0675
0.753	37.91	95.7134	5.0673
0.762	37.99	95.7096	5.0671
0.770	38.07	95.7051	5.0668
0.778	38.15	95.6996	5.0665
0.787	38.24	95.6954	5.0663
0.795	38.32	95.6914	5.0661
0.803	38.40	95.6870	5.0659
0.812	38.48	95.6830	5.0657
0.820	38.56	95.6793	5.0655
0.828	38.64	95.6751	5.0652
0.837	38.72	95.6710	5.0650
0.845	38.80	95.6673	5.0648
0.853	38.88	95.6630	5.0646
0.862	38.96	95.6587	5.0644
0.870	39.04	95.6548	5.0642
0.878	39.12	95.6509	5.0640
0.887	39.20	95.6467	5.0637
0.895	39.28	95.6429	5.0635
0.903	39.37	95.6388	5.0633
0.912	39.45	95.6347	5.0631
0.920	39.53	95.6310	5.0629
0.928	39.61	95.6271	5.0627
0.937	39.69	95.6228	5.0625
0.945	39.77	95.6188	5.0623
0.953	39.85	95.6147	5.0620
0.962	39.94	95.6105	5.0618
0.970	40.02	95.6067	5.0616
0.978	40.10	95.6026	5.0614
0.987	40.18	95.5983	5.0612
0.995	40.27	95.5940	5.0609
1.003	40.35	95.5899	5.0607
1.012	40.43	95.5856	5.0605
1.020	40.52	95.5814	5.0603
1.028	40.60	95.5774	5.0601
1.037	40.68	95.5729	5.0598
1.045	40.77	95.5688	5.0596
1.053	40.85	95.5649	5.0594
1.062	40.94	95.5607	5.0592
1.070	41.02	95.5563	5.0589
1.078	41.11	95.5521	5.0587
1.087	41.19	95.5478	5.0585
1.095	41.28	95.5434	5.0583
1.103	41.36	95.5394	5.0581
1.112	41.45	95.5354	5.0578
1.120	41.53	95.5310	5.0576
1.128	41.62	95.5266	5.0574
1.137	41.70	95.5223	5.0571
1.145	41.79	95.5180	5.0569
1.153	41.88	95.5137	5.0567
1.162	41.96	95.5094	5.0565
1.170	42.05	95.5050	5.0562
1.178	42.13	95.5006	5.0560
1.187	42.22	95.4962	5.0558
1.195	42.31	95.4918	5.0555
1.203	42.39	95.4873	5.0553
1.212	42.48	95.4830	5.0551
1.220	42.56	95.4786	5.0548
1.228	42.65	95.4742	5.0546
1.237	42.74	95.4699	5.0544
1.245	42.82	95.4654	5.0541
1.253	42.91	95.4610	5.0539
1.262	42.99	95.4568	5.0537
1.270	43.08	95.4525	5.0534
1.278	43.17	95.4478	5.0532
1.287	43.25	95.4434	5.0530
1.295	43.34	95.4390	5.0527
1.303	43.43	95.4346	5.0525
1.312	43.51	95.4303	5.0523
1.320	43.60	95.4256	5.0520
1.328	43.68	95.4209	5.0518
1.337	43.77	95.4165	5.0515
1.345	43.86	95.4121	5.0513
1.353	43.94	95.4076	5.0511
1.362	44.03	95.4034	5.0508
1.370	44.11	95.3990	5.0506
1.378	44.20	95.3947	5.0504
1.387	44.29	95.3905	5.0502
1.395	44.37	95.3863	5.0499
1.403	44.46	95.3815	5.0497
1.412	44.54	95.3768	5.0494
1.420	44.63	95.3724	5.0492
1.428	44.71	95.3678	5.0490
1.437	44.80	95.3632	5.0487
1.445	44.89	95.3587	5.0485
1.453	44.97	95.3542	5.0482
1.462	45.06	95.3495	5.0480
1.470	45.14	95.3450	5.0478
1.478	45.23	95.3404	5.0475
1.487	45.31	95.3356	5.0473
1.495	45.40	95.3310	5.0470
1.503	45.49	95.3267	5.0468
1.512	45.57	95.3223	5.0466
1.520	45.66	95.3178	5.0463
1.528	45.74	95.3133	5.0461
1.537	45.83	95.3086	5.0458
1.545	45.91	95.3041	5.0456
1.553	46.00	95.2997	5.0454
1.562	46.08	95.2952	5.0451
1.570	46.17	95.2907	5.0449
1.578	46.25	95.2863	5.0446
1.587	46.34	95.2816	5.0444
1.595	46.42	95.2771	5.0442
1.603	46.51	95.2729	5.0439
1.612	46.59	95.2684	5.0437
1.620	46.68	95.2639	5.0435
1.628	46.76	95.2595	5.0432
1.637	46.85	95.2550	5.0430
1.645	46.93	95.2504	5.0427
1.653	47.02	95.2460	5.0425
1.662	47.10	95.2415	5.0423
1.670	47.19	95.2370	5.0420
1.678	47.27	95.2327	5.0418
1.687	47.36	95.2283	5.0416
1.695	47.44	95.2238	5.0413
1.703	47.53	95.2197	5.0411
1.712	47.61	95.2152	5.0409
1.720	47.70	95.2106	5.0406
1.728	47.78	95.2061	5.0404
1.737	47.87	95.2018	5.0402
1.745	47.95	95.1974	5.0399
1.753	48.04	95.1929	5.0397
1.762	48.12	95.1885	5.0395
1.770	48.20	95.1842	5.0392
1.778	48.29	95.1799	5.0390
1.787	48.37	95.1756	5.0388
1.795	48.46	95.1710	5.0385
1.803	48.54	95.1666	5.0383
1.812	48.63	95.1624	5.0381
1.820	48.71	95.1581	5.0379
1.828	48.80	95.1538	5.0376
1.837	48.88	95.1497	5.0374
1.845	48.96	95.1452	5.0372
1.853	49.05	95.1408	5.0369
1.862	49.13	95.1365	5.0367
1.870	49.22	95.1323	5.0365
1.878	49.30	95.1281	5.0363
1.887	49.39	95.1239	5.0360
1.895	49.47	95.1195	5.0358
1.903	49.56	95.1150	5.0356
1.912	49.64	95.1106	5.0353
1.920	49.73	95.1064	5.0351
1.928	49.81	95.1019	5.0349
1.937	49.89	95.0977	5.0347
1.945	49.98	95.0934	5.0344
1.953	50.06	95.0891	5.0342
1.962	50.15	95.0848	5.0340
1.970	50.23	95.0806	5.0338
1.978	50.32	95.0763	5.0335
1.987	50.40	95.0720	5.0333
1.995	50.49	95.0676	5.0331
2.003	50.57	95.0633	5.0328
2.012	50.65	95.0589	5.0326
2.020	50.74	95.0547	5.0324
2.028	50.82	95.0507	5.0322
2.037	50.91	95.0463	5.0319
2.045	50.99	95.0420	5.0317
2.053	51.08	95.0377	5.0315
2.062	51.16	95.0333	5.0313
2.070	51.24	95.0289	5.0310
2.078	51.33	95.0248	5.0308
2.087	51.41	95.0207	5.0306
2.095	51.50	95.0165	5.0304
2.103	51.58	95.0123	5.0301
2.112	51.66	95.0080	5.0299
2.120	51.75	95.0038	5.0297
2.128	51.83	94.9997	5.0295
2.137	51.92	94.9957	5.0293
2.145	52.00	94.9915	5.0290
2.153	52.09	94.9872	5.0288
2.162	52.17	94.9829	5.0286
