Filename	Ox10PC250_1
Instrument name	0650-0369 (192.168.1.2)
Operator	jla278
rundate	12/20/2022
Sample name	Ox10PC250_1
proceduresegments	Select Gas: Gas 2 ; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 10.00 °C/min to 950.00 °C; Isothermal 5.0 min; Data Off ; Equilibrate 30.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight	Heat Flow
min	°C	%	mg	mW
0.003		100.0765	1.7705	
0.012		100.2129	1.7730	
0.020		100.3591	1.7755	
0.028		100.5022	1.7781	
0.037		100.6340	1.7804	
0.045	22.06	100.7508	1.7825	-28.053
0.053	22.10	100.8500	1.7842	-27.990
0.062	22.14	100.9259	1.7856	-27.935
0.070	22.18	100.9768	1.7865	-27.881
0.078	22.22	101.0065	1.7870	-27.829
0.087	22.26	101.0194	1.7872	-27.778
0.095	22.30	101.0236	1.7873	-27.727
0.103	22.34	101.0244	1.7873	-27.678
0.112	22.38	101.0235	1.7873	-27.630
0.120	22.41	101.0213	1.7873	-27.583
0.128	22.46	101.0181	1.7872	-27.535
0.137	22.50	101.0140	1.7871	-27.488
0.145	22.53	101.0093	1.7870	-27.442
0.153	22.57	101.0042	1.7870	-27.396
0.162	22.61	100.9990	1.7869	-27.350
0.170	22.65	100.9939	1.7868	-27.305
0.178	22.69	100.9889	1.7867	-27.261
0.187	22.73	100.9840	1.7866	-27.218
0.195	22.77	100.9794	1.7865	-27.175
0.203	22.80	100.9749	1.7864	-27.133
0.212	22.84	100.9705	1.7864	-27.094
0.220	22.88	100.9664	1.7863	-27.055
0.228	22.91	100.9623	1.7862	-27.016
0.237	22.95	100.9583	1.7861	-26.978
0.245	22.99	100.9543	1.7861	-26.941
0.253	23.03	100.9502	1.7860	-26.905
0.262	23.06	100.9461	1.7859	-26.869
0.270	23.10	100.9419	1.7859	-26.834
0.278	23.13	100.9376	1.7858	-26.798
0.287	23.17	100.9332	1.7857	-26.763
0.295	23.21	100.9286	1.7856	-26.726
0.303	23.24	100.9239	1.7855	-26.692
0.312	23.28	100.9190	1.7854	-26.656
0.320	23.32	100.9141	1.7854	-26.621
0.328	23.35	100.9089	1.7853	-26.587
0.337	23.39	100.9036	1.7852	-26.554
0.345	23.42	100.8982	1.7851	-26.520
0.353	23.46	100.8927	1.7850	-26.487
0.362	23.50	100.8870	1.7849	-26.454
0.370	23.53	100.8811	1.7848	-26.421
0.378	23.57	100.8751	1.7847	-26.389
0.387	23.61	100.8689	1.7846	-26.356
0.395	23.64	100.8626	1.7845	-26.325
0.403	23.68	100.8562	1.7843	-26.294
0.412	23.71	100.8496	1.7842	-26.263
0.420	23.75	100.8428	1.7841	-26.232
0.428	23.79	100.8360	1.7840	-26.201
0.437	23.82	100.8291	1.7839	-26.170
0.445	23.86	100.8220	1.7837	-26.141
0.453	23.89	100.8148	1.7836	-26.112
0.462	23.93	100.8075	1.7835	-26.082
0.470	23.97	100.8001	1.7833	-26.052
0.478	24.01	100.7925	1.7832	-26.022
0.487	24.04	100.7849	1.7831	-25.993
0.495	24.08	100.7772	1.7829	-25.964
0.503	24.12	100.7694	1.7828	-25.936
0.512	24.16	100.7615	1.7827	-25.908
0.520	24.20	100.7536	1.7825	-25.879
0.528	24.24	100.7455	1.7824	-25.849
0.537	24.28	100.7375	1.7822	-25.821
0.545	24.32	100.7293	1.7821	-25.793
0.553	24.36	100.7212	1.7819	-25.766
0.562	24.40	100.7130	1.7818	-25.739
0.570	24.44	100.7047	1.7817	-25.712
0.578	24.48	100.6965	1.7815	-25.684
0.587	24.52	100.6882	1.7814	-25.655
0.595	24.56	100.6799	1.7812	-25.625
0.603	24.60	100.6717	1.7811	-25.598
0.612	24.65	100.6634	1.7809	-25.570
0.620	24.69	100.6552	1.7808	-25.542
0.628	24.73	100.6470	1.7806	-25.513
0.637	24.78	100.6388	1.7805	-25.484
0.645	24.82	100.6306	1.7803	-25.455
0.653	24.86	100.6225	1.7802	-25.426
0.662	24.91	100.6145	1.7801	-25.396
0.670	24.95	100.6065	1.7799	-25.367
0.678	25.00	100.5985	1.7798	-25.339
0.687	25.05	100.5905	1.7796	-25.309
0.695	25.09	100.5826	1.7795	-25.279
0.703	25.14	100.5747	1.7794	-25.248
0.712	25.19	100.5669	1.7792	-25.218
0.720	25.24	100.5591	1.7791	-25.187
0.728	25.28	100.5514	1.7789	-25.155
0.737	25.33	100.5437	1.7788	-25.125
0.745	25.38	100.5360	1.7787	-25.094
0.753	25.43	100.5284	1.7785	-25.063
0.762	25.48	100.5208	1.7784	-25.032
0.770	25.53	100.5133	1.7783	-25.001
0.778	25.58	100.5059	1.7781	-24.970
0.787	25.63	100.4985	1.7780	-24.939
0.795	25.68	100.4912	1.7779	-24.908
0.803	25.74	100.4839	1.7778	-24.878
0.812	25.79	100.4767	1.7776	-24.847
0.820	25.84	100.4695	1.7775	-24.815
0.828	25.89	100.4624	1.7774	-24.783
0.837	25.95	100.4552	1.7772	-24.752
0.845	26.00	100.4482	1.7771	-24.720
0.853	26.06	100.4411	1.7770	-24.687
0.862	26.11	100.4340	1.7769	-24.655
0.870	26.17	100.4270	1.7767	-24.622
0.878	26.22	100.4199	1.7766	-24.588
0.887	26.28	100.4129	1.7765	-24.553
0.895	26.33	100.4059	1.7764	-24.519
0.903	26.39	100.3988	1.7762	-24.486
0.912	26.45	100.3918	1.7761	-24.451
0.920	26.51	100.3848	1.7760	-24.415
0.928	26.56	100.3777	1.7759	-24.380
0.937	26.62	100.3707	1.7757	-24.345
0.945	26.68	100.3637	1.7756	-24.308
0.953	26.74	100.3566	1.7755	-24.272
0.962	26.80	100.3495	1.7754	-24.236
0.970	26.86	100.3423	1.7752	-24.199
0.978	26.92	100.3351	1.7751	-24.162
0.987	26.98	100.3278	1.7750	-24.123
0.995	27.04	100.3204	1.7749	-24.085
1.003	27.11	100.3130	1.7747	-24.046
1.012	27.17	100.3054	1.7746	-24.007
1.020	27.23	100.2978	1.7745	-23.968
1.028	27.29	100.2901	1.7743	-23.930
1.037	27.36	100.2824	1.7742	-23.891
1.045	27.42	100.2746	1.7740	-23.852
1.053	27.48	100.2668	1.7739	-23.812
1.062	27.55	100.2589	1.7738	-23.772
1.070	27.61	100.2510	1.7736	-23.732
1.078	27.68	100.2431	1.7735	-23.691
1.087	27.74	100.2352	1.7734	-23.650
1.095	27.81	100.2273	1.7732	-23.609
1.103	27.88	100.2194	1.7731	-23.565
1.112	27.94	100.2115	1.7729	-23.523
1.120	28.01	100.2035	1.7728	-23.479
1.128	28.08	100.1956	1.7727	-23.435
1.137	28.15	100.1877	1.7725	-23.390
1.145	28.22	100.1798	1.7724	-23.344
1.153	28.29	100.1719	1.7722	-23.299
1.162	28.35	100.1640	1.7721	-23.254
1.170	28.42	100.1562	1.7720	-23.208
1.178	28.49	100.1484	1.7718	-23.160
1.187	28.57	100.1406	1.7717	-23.113
1.195	28.64	100.1329	1.7715	-23.065
1.203	28.71	100.1252	1.7714	-23.017
1.212	28.78	100.1176	1.7713	-22.969
1.220	28.85	100.1101	1.7711	-22.921
1.228	28.92	100.1026	1.7710	-22.872
1.237	29.00	100.0952	1.7709	-22.822
1.245	29.07	100.0878	1.7707	-22.772
1.253	29.14	100.0805	1.7706	-22.723
1.262	29.22	100.0732	1.7705	-22.673
1.270	29.29	100.0660	1.7704	-22.623
1.278	29.37	100.0588	1.7702	-22.572
1.287	29.44	100.0516	1.7701	-22.521
1.295	29.52	100.0445	1.7700	-22.470
1.303	29.59	100.0374	1.7699	-22.418
1.312	29.67	100.0304	1.7697	-22.366
1.320	29.74	100.0235	1.7696	-22.314
1.328	29.82	100.0166	1.7695	-22.262
1.337	29.90	100.0098	1.7694	-22.209
1.345	29.98	100.0030	1.7692	-22.158
1.353	30.05	99.9963	1.7691	-22.106
1.362	30.13	99.9896	1.7690	-22.055
1.370	30.21	99.9830	1.7689	-22.002
1.378	30.29	99.9764	1.7688	-21.948
1.387	30.37	99.9699	1.7687	-21.895
1.395	30.45	99.9633	1.7685	-21.843
1.403	30.52	99.9569	1.7684	-21.789
1.412	30.60	99.9504	1.7683	-21.737
1.420	30.68	99.9440	1.7682	-21.684
1.428	30.76	99.9377	1.7681	-21.629
1.437	30.84	99.9313	1.7680	-21.574
1.445	30.93	99.9250	1.7679	-21.518
1.453	31.01	99.9187	1.7678	-21.463
1.462	31.09	99.9125	1.7676	-21.408
1.470	31.17	99.9063	1.7675	-21.352
