Filename	CLSOx50_5
Instrument name	5500-0018 (192.168.1.3)
Operator	mp933
rundate	10/25/2022
Sample name	CLSOx50_5
proceduresegments	Select Gas: Gas 2 ; Mass Flow  25.00 mL/min; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 50.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 40.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight
min	°C	%	mg
1.370	29.40	95.3275	5.1748
1.378	29.49	95.3240	5.1746
1.387	29.57	95.3207	5.1744
1.395	29.66	95.3172	5.1742
1.403	29.74	95.3135	5.1740
1.412	29.83	95.3096	5.1738
1.420	29.92	95.3055	5.1736
1.428	30.00	95.3016	5.1734
1.437	30.09	95.2980	5.1732
1.445	30.17	95.2944	5.1730
1.453	30.26	95.2909	5.1728
1.462	30.35	95.2874	5.1726
1.470	30.43	95.2838	5.1724
1.478	30.52	95.2800	5.1722
1.487	30.60	95.2764	5.1720
1.495	30.69	95.2727	5.1718
1.503	30.78	95.2690	5.1716
1.512	30.86	95.2654	5.1714
1.520	30.95	95.2615	5.1712
1.528	31.03	95.2576	5.1710
1.537	31.12	95.2538	5.1708
1.545	31.20	95.2502	5.1706
1.553	31.29	95.2464	5.1704
1.562	31.38	95.2427	5.1702
1.570	31.46	95.2389	5.1699
1.578	31.55	95.2350	5.1697
1.587	31.63	95.2313	5.1695
1.595	31.72	95.2275	5.1693
1.603	31.80	95.2237	5.1691
1.612	31.89	95.2199	5.1689
1.620	31.97	95.2161	5.1687
1.628	32.06	95.2125	5.1685
1.637	32.15	95.2086	5.1683
1.645	32.23	95.2047	5.1681
1.653	32.32	95.2007	5.1679
1.662	32.40	95.1967	5.1677
1.670	32.49	95.1929	5.1674
1.678	32.57	95.1890	5.1672
1.687	32.66	95.1850	5.1670
1.695	32.74	95.1811	5.1668
1.703	32.83	95.1771	5.1666
1.712	32.91	95.1732	5.1664
1.720	33.00	95.1693	5.1662
1.728	33.09	95.1655	5.1660
1.737	33.17	95.1616	5.1658
1.745	33.26	95.1576	5.1655
