##Temp./>C,Time/min,Mass/%,Segment
277.78699, 40.30333, 82.00952,3
277.83600, 40.30833, 81.99048,3
277.88101, 40.31333, 81.98095,3
277.93100, 40.31833, 81.97143,3
277.99200, 40.32333, 81.95238,3
278.03299, 40.32833, 81.95238,3
278.08099, 40.33333, 81.93333,3
278.13800, 40.33833, 81.92381,3
278.19000, 40.34333, 81.90476,3
278.23099, 40.34833, 81.90476,3
278.28299, 40.35333, 81.88571,3
278.33899, 40.35833, 81.86667,3
278.38599, 40.36333, 81.85714,3
278.44000, 40.36833, 81.85714,3
278.48099, 40.37333, 81.83810,3
278.53500, 40.37833, 81.81905,3
278.58401, 40.38333, 81.80952,3
278.63101, 40.38833, 81.80952,3
278.67599, 40.39333, 81.79048,3
278.73401, 40.39833, 81.77143,3
278.78101, 40.40333, 81.76190,3
278.82901, 40.40833, 81.76190,3
278.88199, 40.41333, 81.74286,3
278.94000, 40.41833, 81.73333,3
278.98199, 40.42333, 81.71429,3
279.03500, 40.42833, 81.71429,3
279.08499, 40.43333, 81.69524,3
279.13800, 40.43833, 81.68571,3
279.17801, 40.44333, 81.66667,3
279.23401, 40.44833, 81.66667,3
279.28201, 40.45333, 81.64762,3
279.33401, 40.45833, 81.63810,3
279.38699, 40.46333, 81.61905,3
279.43399, 40.46833, 81.61905,3
279.48199, 40.47333, 81.60000,3
279.52701, 40.47833, 81.60000,3
279.58301, 40.48333, 81.57143,3
279.61700, 40.48833, 81.56190,3
279.67999, 40.49333, 81.54286,3
279.73401, 40.49833, 81.54286,3
279.77899, 40.50333, 81.52381,3
279.83600, 40.50833, 81.51429,3
279.87500, 40.51333, 81.49524,3
279.93301, 40.51833, 81.49524,3
279.98099, 40.52333, 81.48571,3
280.03699, 40.52833, 81.46667,3
280.08301, 40.53333, 81.44762,3
280.12900, 40.53833, 81.44762,3
280.18399, 40.54333, 81.42857,3
280.23199, 40.54833, 81.41905,3
280.28799, 40.55333, 81.40000,3
280.33499, 40.55833, 81.40000,3
280.38101, 40.56333, 81.38095,3
280.43301, 40.56833, 81.37143,3
280.47800, 40.57333, 81.35238,3
280.52899, 40.57833, 81.34286,3
280.57800, 40.58333, 81.32381,3
280.61899, 40.58833, 81.32381,3
280.68399, 40.59333, 81.30476,3
280.72900, 40.59833, 81.29524,3
280.77600, 40.60333, 81.27619,3
280.83801, 40.60833, 81.27619,3
280.88800, 40.61333, 81.25714,3
280.93201, 40.61833, 81.23810,3
280.99500, 40.62333, 81.23810,3
281.02899, 40.62833, 81.23810,3
281.08401, 40.63333, 81.20952,3
281.13699, 40.63833, 81.20000,3
281.17700, 40.64333, 81.18095,3
281.22900, 40.64833, 81.18095,3
281.28201, 40.65333, 81.16190,3
281.32599, 40.65833, 81.16190,3
281.38901, 40.66333, 81.14286,3
281.44699, 40.66833, 81.12381,3
281.48001, 40.67333, 81.10476,3
281.52802, 40.67833, 81.10476,3
281.57800, 40.68333, 81.07619,3
281.63901, 40.68833, 81.07619,3
281.68201, 40.69333, 81.06667,3
281.73099, 40.69833, 81.04762,3
281.78799, 40.70333, 81.02857,3
281.83099, 40.70833, 81.02857,3
281.88101, 40.71333, 81.00952,3
281.93701, 40.71833, 81.00000,3
281.98300, 40.72333, 80.98095,3
282.03500, 40.72833, 80.98095,3
282.08099, 40.73333, 80.96190,3
282.13400, 40.73833, 80.95238,3
282.18201, 40.74333, 80.93333,3
282.23099, 40.74833, 80.93333,3
282.28699, 40.75333, 80.91429,3
282.33499, 40.75833, 80.91429,3
282.38000, 40.76333, 80.88571,3
282.44101, 40.76833, 80.87619,3
282.48199, 40.77333, 80.85714,3
282.53299, 40.77833, 80.85714,3
282.57999, 40.78333, 80.83810,3
282.63599, 40.78833, 80.81905,3
282.68100, 40.79333, 80.80952,3
282.73099, 40.79833, 80.79048,3
282.78601, 40.80333, 80.79048,3
282.83600, 40.80833, 80.77143,3
282.88699, 40.81333, 80.75238,3
282.93399, 40.81833, 80.74286,3
282.98599, 40.82333, 80.74286,3
283.02200, 40.82833, 80.72381,3
283.08099, 40.83333, 80.72381,3
283.13300, 40.83833, 80.69524,3
283.18100, 40.84333, 80.68571,3
283.22699, 40.84833, 80.66667,3
283.28500, 40.85333, 80.66667,3
283.33099, 40.85833, 80.65714,3
283.38400, 40.86333, 80.63810,3
283.43201, 40.86833, 80.61905,3
283.47900, 40.87333, 80.61905,3
283.53000, 40.87833, 80.60952,3
283.57901, 40.88333, 80.59048,3
283.63199, 40.88833, 80.57143,3
283.67700, 40.89333, 80.57143,3
283.73300, 40.89833, 80.55238,3
283.78500, 40.90333, 80.54286,3
283.83099, 40.90833, 80.52381,3
283.88300, 40.91333, 80.52381,3
283.93201, 40.91833, 80.50476,3
283.97299, 40.92333, 80.49524,3
284.03799, 40.92833, 80.47619,3
284.07599, 40.93333, 80.47619,3
284.13599, 40.93833, 80.45714,3
284.18301, 40.94333, 80.44762,3
284.23700, 40.94833, 80.42857,3
284.29300, 40.95333, 80.42857,3
284.33600, 40.95833, 80.41905,3
284.37900, 40.96333, 80.40000,3
284.43600, 40.96833, 80.38095,3
284.48401, 40.97333, 80.38095,3
284.52701, 40.97833, 80.36190,3
284.58401, 40.98333, 80.35238,3
284.62701, 40.98833, 80.33333,3
284.68600, 40.99333, 80.33333,3
284.73199, 40.99833, 80.31429,3
284.77802, 41.00333, 80.29524,3
284.82599, 41.00833, 80.28571,3
284.88101, 41.01333, 80.28571,3
284.92099, 41.01833, 80.26667,3
284.97601, 41.02333, 80.24762,3
285.03799, 41.02833, 80.22857,3
285.06900, 41.03333, 80.22857,3
285.12701, 41.03833, 80.21905,3
285.17599, 41.04333, 80.20000,3
285.23300, 41.04833, 80.18095,3
285.28299, 41.05333, 80.18095,3
285.32999, 41.05833, 80.17143,3
285.38300, 41.06333, 80.15238,3
285.42700, 41.06833, 80.13333,3
285.47800, 41.07333, 80.13333,3
285.53101, 41.07833, 80.11429,3
285.57901, 41.08333, 80.10476,3
285.62701, 41.08833, 80.08571,3
285.68100, 41.09333, 80.08571,3
285.73099, 41.09833, 80.06667,3
285.78799, 41.10333, 80.05714,3
285.83499, 41.10833, 80.03810,3
285.88300, 41.11333, 80.03810,3
285.92999, 41.11833, 80.01905,3
285.98499, 41.12333, 80.00000,3
286.02600, 41.12833, 79.96190,3
286.07999, 41.13333, 79.96190,3
286.13400, 41.13833, 79.95238,3
286.17599, 41.14333, 79.93333,3
286.23199, 41.14833, 79.91429,3
286.27200, 41.15333, 79.91429,3
286.32700, 41.15833, 79.90476,3
286.37701, 41.16333, 79.88571,3
286.42999, 41.16833, 79.86667,3
286.48300, 41.17333, 79.86667,3
286.52701, 41.17833, 79.85714,3
286.57001, 41.18333, 79.83810,3
286.63101, 41.18833, 79.81905,3
286.67999, 41.19333, 79.81905,3
286.72400, 41.19833, 79.80000,3
286.78101, 41.20333, 79.80000,3
286.82599, 41.20833, 79.78095,3
286.88501, 41.21333, 79.76190,3
286.93500, 41.21833, 79.74286,3
286.97501, 41.22333, 79.74286,3
287.03000, 41.22833, 79.72381,3
287.07300, 41.23333, 79.71429,3
287.13699, 41.23833, 79.69524,3
287.17899, 41.24333, 79.69524,3
287.22000, 41.24833, 79.67619,3
287.27899, 41.25333, 79.65714,3
287.32401, 41.25833, 79.64762,3
287.37500, 41.26333, 79.64762,3
287.42401, 41.26833, 79.62857,3
287.47699, 41.27333, 79.60952,3
287.53000, 41.27833, 79.59048,3
287.57800, 41.28333, 79.59048,3
287.62399, 41.28833, 79.58095,3
287.67200, 41.29333, 79.56190,3
287.72699, 41.29833, 79.54286,3
287.77301, 41.30333, 79.54286,3
287.82501, 41.30833, 79.51429,3
287.87500, 41.31333, 79.51429,3
287.92999, 41.31833, 79.50476,3
287.96799, 41.32333, 79.48571,3
288.02301, 41.32833, 79.46667,3
288.07800, 41.33333, 79.46667,3
288.13400, 41.33833, 79.44762,3
288.17499, 41.34333, 79.42857,3
288.23099, 41.34833, 79.42857,3
288.26801, 41.35333, 79.40000,3
288.32001, 41.35833, 79.38095,3
288.37299, 41.36333, 79.38095,3
288.42401, 41.36833, 79.37143,3
288.47101, 41.37333, 79.35238,3
288.52200, 41.37833, 79.33333,3
288.57599, 41.38333, 79.32381,3
288.62399, 41.38833, 79.32381,3
288.66800, 41.39333, 79.30476,3
288.72601, 41.39833, 79.28571,3
288.77301, 41.40333, 79.27619,3
288.82599, 41.40833, 79.27619,3
288.87299, 41.41333, 79.25714,3
288.92899, 41.41833, 79.24762,3
288.97900, 41.42333, 79.23810,3
289.03500, 41.42833, 79.21905,3
289.07401, 41.43333, 79.20000,3
289.12201, 41.43833, 79.20000,3
289.17401, 41.44333, 79.18095,3
289.22800, 41.44833, 79.17143,3
289.27100, 41.45333, 79.15238,3
289.33401, 41.45833, 79.15238,3
289.37299, 41.46333, 79.13333,3
289.42401, 41.46833, 79.12381,3
289.47198, 41.47333, 79.10476,3
289.53000, 41.47833, 79.10476,3
289.58401, 41.48333, 79.08571,3
289.62500, 41.48833, 79.06667,3
289.68201, 41.49333, 79.05714,3
289.72299, 41.49833, 79.05714,3
289.77701, 41.50333, 79.03810,3
289.82300, 41.50833, 79.01905,3
289.87100, 41.51333, 79.00952,3
289.92599, 41.51833, 79.00952,3
289.97000, 41.52333, 78.97143,3
290.01700, 41.52833, 78.96190,3
290.07300, 41.53333, 78.94286,3
290.12701, 41.53833, 78.94286,3
290.16699, 41.54333, 78.92381,3
290.21600, 41.54833, 78.91429,3
290.26801, 41.55333, 78.90476,3
290.32501, 41.55833, 78.88571,3
290.37299, 41.56333, 78.86667,3
290.41299, 41.56833, 78.86667,3
290.47299, 41.57333, 78.84762,3
290.52701, 41.57833, 78.83810,3
290.57501, 41.58333, 78.81905,3
290.62100, 41.58833, 78.81905,3
290.67401, 41.59333, 78.80000,3
290.72501, 41.59833, 78.78095,3
290.77100, 41.60333, 78.76190,3
290.82001, 41.60833, 78.76190,3
290.87299, 41.61333, 78.74286,3
290.91800, 41.61833, 78.72381,3
290.96799, 41.62333, 78.70476,3
291.01801, 41.62833, 78.70476,3
291.07700, 41.63333, 78.68571,3
291.11401, 41.63833, 78.67619,3
291.17700, 41.64333, 78.65714,3
291.22299, 41.64833, 78.65714,3
291.26099, 41.65333, 78.63810,3
291.32101, 41.65833, 78.61905,3
291.37500, 41.66333, 78.60952,3
291.42200, 41.66833, 78.60952,3
291.46701, 41.67333, 78.59048,3
291.51401, 41.67833, 78.58095,3
291.55899, 41.68333, 78.56190,3
291.61401, 41.68833, 78.56190,3
291.67200, 41.69333, 78.54286,3
291.71600, 41.69833, 78.53333,3
291.76599, 41.70333, 78.52381,3
291.81601, 41.70833, 78.50476,3
291.87000, 41.71333, 78.48571,3
291.91400, 41.71833, 78.48571,3
291.95999, 41.72333, 78.47619,3
292.01199, 41.72833, 78.45714,3
292.06699, 41.73333, 78.43810,3
292.11700, 41.73833, 78.43810,3
292.16501, 41.74333, 78.41905,3
292.21899, 41.74833, 78.40952,3
292.27100, 41.75333, 78.39048,3
292.31601, 41.75833, 78.39048,3
292.37000, 41.76333, 78.37143,3
292.41599, 41.76833, 78.35238,3
292.46301, 41.77333, 78.34286,3
292.51801, 41.77833, 78.33333,3
292.56601, 41.78333, 78.31429,3
292.61499, 41.78833, 78.31429,3
292.66699, 41.79333, 78.29524,3
292.71701, 41.79833, 78.27619,3
292.75400, 41.80333, 78.25714,3
292.82199, 41.80833, 78.25714,3
292.87201, 41.81333, 78.24762,3
292.91000, 41.81833, 78.22857,3
292.96899, 41.82333, 78.21905,3
293.01501, 41.82833, 78.21905,3
293.06900, 41.83333, 78.20000,3
293.10800, 41.83833, 78.18095,3
293.16699, 41.84333, 78.17143,3
293.21500, 41.84833, 78.17143,3
293.25601, 41.85333, 78.15238,3
293.31699, 41.85833, 78.13333,3
293.36600, 41.86333, 78.12381,3
293.41101, 41.86833, 78.12381,3
293.46301, 41.87333, 78.10476,3
293.51001, 41.87833, 78.09524,3
293.56601, 41.88333, 78.07619,3
293.61200, 41.88833, 78.07619,3
293.65399, 41.89333, 78.05714,3
293.70599, 41.89833, 78.03810,3
293.75699, 41.90333, 78.03810,3
293.81799, 41.90833, 78.03810,3
293.86301, 41.91333, 78.00952,3
293.91800, 41.91833, 77.99048,3
293.95200, 41.92333, 77.98095,3
294.01700, 41.92833, 77.96190,3
294.05899, 41.93333, 77.96190,3
294.11899, 41.93833, 77.94286,3
294.15900, 41.94333, 77.93333,3
294.22000, 41.94833, 77.91429,3
294.26199, 41.95333, 77.91429,3
294.31000, 41.95833, 77.90476,3
294.35901, 41.96333, 77.88571,3
294.42001, 41.96833, 77.86667,3
294.45700, 41.97333, 77.86667,3
294.51001, 41.97833, 77.85714,3
294.56000, 41.98333, 77.83810,3
294.61499, 41.98833, 77.82857,3
294.66501, 41.99333, 77.82857,3
294.71399, 41.99833, 77.80952,3
294.76099, 42.00333, 77.79048,3
294.80399, 42.00833, 77.79048,3
294.86801, 42.01333, 77.79048,3
294.91800, 42.01833, 77.76190,3
294.96399, 42.02333, 77.74286,3
295.00800, 42.02833, 77.73333,3
295.06299, 42.03333, 77.73333,3
295.10699, 42.03833, 77.71429,3
295.16599, 42.04333, 77.69524,3
295.20801, 42.04833, 77.68571,3
295.26199, 42.05333, 77.68571,3
295.31299, 42.05833, 77.66667,3
295.35101, 42.06333, 77.65714,3
295.40399, 42.06833, 77.63810,3
295.45700, 42.07333, 77.63810,3
295.51099, 42.07833, 77.60952,3
295.55701, 42.08333, 77.60000,3
295.60300, 42.08833, 77.58095,3
295.65399, 42.09333, 77.58095,3
295.70999, 42.09833, 77.57143,3
295.76199, 42.10333, 77.55238,3
295.80801, 42.10833, 77.54286,3
295.86600, 42.11333, 77.54286,3
295.90799, 42.11833, 77.52381,3
295.96399, 42.12333, 77.51429,3
296.00900, 42.12833, 77.49524,3
296.05899, 42.13333, 77.49524,3
296.11099, 42.13833, 77.48571,3
296.16901, 42.14333, 77.46667,3
296.21600, 42.14833, 77.44762,3
296.26599, 42.15333, 77.44762,3
296.31000, 42.15833, 77.42857,3
296.35300, 42.16333, 77.41905,3
296.41699, 42.16833, 77.40000,3
296.45300, 42.17333, 77.40000,3
296.50800, 42.17833, 77.39048,3
296.55301, 42.18333, 77.37143,3
296.60999, 42.18833, 77.35238,3
296.65399, 42.19333, 77.35238,3
296.70599, 42.19833, 77.35238,3
296.76199, 42.20333, 77.32381,3
296.80600, 42.20833, 77.31429,3
296.85699, 42.21333, 77.31429,3
296.91000, 42.21833, 77.29524,3
296.95499, 42.22333, 77.28571,3
297.00500, 42.22833, 77.26667,3
297.05701, 42.23333, 77.26667,3
297.10400, 42.23833, 77.24762,3
297.15100, 42.24333, 77.22857,3
297.21600, 42.24833, 77.21905,3
297.25201, 42.25333, 77.21905,3
297.30801, 42.25833, 77.20000,3
297.36099, 42.26333, 77.18095,3
297.40799, 42.26833, 77.17143,3
297.46301, 42.27333, 77.17143,3
297.50500, 42.27833, 77.15238,3
297.55399, 42.28333, 77.13333,3
297.60300, 42.28833, 77.12381,3
297.66299, 42.29333, 77.12381,3
297.70200, 42.29833, 77.10476,3
297.75400, 42.30333, 77.09524,3
297.80701, 42.30833, 77.07619,3
297.86200, 42.31333, 77.07619,3
297.91000, 42.31833, 77.05714,3
297.95999, 42.32333, 77.04762,3
298.00800, 42.32833, 77.03810,3
298.05801, 42.33333, 77.03810,3
298.10599, 42.33833, 77.01905,3
298.14999, 42.34333, 77.00000,3
298.20901, 42.34833, 76.98095,3
298.25900, 42.35333, 76.98095,3
298.30701, 42.35833, 76.98095,3
298.35901, 42.36333, 76.95238,3
298.39600, 42.36833, 76.93333,3
298.45700, 42.37333, 76.93333,3
298.50201, 42.37833, 76.92381,3
298.55499, 42.38333, 76.91429,3
298.59698, 42.38833, 76.89524,3
298.64999, 42.39333, 76.89524,3
298.70901, 42.39833, 76.87619,3
298.75000, 42.40333, 76.86667,3
298.80301, 42.40833, 76.84762,3
298.85501, 42.41333, 76.84762,3
298.90900, 42.41833, 76.83810,3
298.96201, 42.42333, 76.81905,3
299.00201, 42.42833, 76.80952,3
299.05701, 42.43333, 76.80952,3
299.10599, 42.43833, 76.79048,3
299.15302, 42.44333, 76.78095,3
299.20099, 42.44833, 76.76190,3
299.25299, 42.45333, 76.76190,3
299.29599, 42.45833, 76.75238,3
299.35599, 42.46333, 76.73333,3
299.41199, 42.46833, 76.72381,3
299.45499, 42.47333, 76.72381,3
299.50900, 42.47833, 76.70476,3
299.55801, 42.48333, 76.68571,3
299.60199, 42.48833, 76.68571,3
299.66299, 42.49333, 76.68571,3
299.70599, 42.49833, 76.65714,3
299.76300, 42.50333, 76.64762,3
299.80399, 42.50833, 76.62857,3
299.86099, 42.51333, 76.62857,3
299.91101, 42.51833, 76.61905,3
299.95401, 42.52333, 76.60000,3
300.01001, 42.52833, 76.58095,3
300.06100, 42.53333, 76.57143,3
300.10699, 42.53833, 76.57143,3
300.16000, 42.54333, 76.56190,3
300.20401, 42.54833, 76.54286,3
300.26199, 42.55333, 76.52381,3
300.29700, 42.55833, 76.52381,3
300.35501, 42.56333, 76.51429,3
300.40399, 42.56833, 76.49524,3
300.45700, 42.57333, 76.48571,3
300.50601, 42.57833, 76.48571,3
300.55099, 42.58333, 76.46667,3
300.60101, 42.58833, 76.44762,3
300.65701, 42.59333, 76.44762,3
300.70001, 42.59833, 76.44762,3
300.75201, 42.60333, 76.41905,3
300.79700, 42.60833, 76.40952,3
300.85501, 42.61333, 76.39048,3
300.90302, 42.61833, 76.39048,3
300.95700, 42.62333, 76.38095,3
300.99799, 42.62833, 76.36190,3
301.05200, 42.63333, 76.34286,3
301.10300, 42.63833, 76.34286,3
301.15500, 42.64333, 76.33333,3
301.20499, 42.64833, 76.31429,3
301.25800, 42.65333, 76.30476,3
301.30801, 42.65833, 76.30476,3
301.35199, 42.66333, 76.28571,3
301.39899, 42.66833, 76.26667,3
301.45001, 42.67333, 76.25714,3
301.50900, 42.67833, 76.25714,3
301.54999, 42.68333, 76.23810,3
301.59900, 42.68833, 76.21905,3
301.65201, 42.69333, 76.20952,3
301.69501, 42.69833, 76.20952,3
301.75500, 42.70333, 76.19048,3
301.80099, 42.70833, 76.18095,3
301.85599, 42.71333, 76.16190,3
301.90500, 42.71833, 76.16190,3
301.94699, 42.72333, 76.15238,3
301.99701, 42.72833, 76.13333,3
302.04700, 42.73333, 76.12381,3
302.09900, 42.73833, 76.12381,3
302.15201, 42.74333, 76.10476,3
302.20099, 42.74833, 76.09524,3
302.24899, 42.75333, 76.08571,3
302.30200, 42.75833, 76.08571,3
302.34100, 42.76333, 76.06667,3
302.39700, 42.76833, 76.04762,3
302.44000, 42.77333, 76.04762,3
302.49500, 42.77833, 76.04762,3
302.55499, 42.78333, 76.02857,3
302.59698, 42.78833, 76.00952,3
302.64899, 42.79333, 76.00000,3
302.69601, 42.79833, 76.00000,3
302.75400, 42.80333, 75.99048,3
302.80399, 42.80833, 75.97143,3
302.85001, 42.81333, 75.96190,3
302.90399, 42.81833, 75.96190,3
302.95200, 42.82333, 75.94286,3
302.99701, 42.82833, 75.93333,3
303.05099, 42.83333, 75.91429,3
303.10101, 42.83833, 75.91429,3
303.15799, 42.84333, 75.89524,3
303.20700, 42.84833, 75.88571,3
303.24399, 42.85333, 75.86667,3
303.29401, 42.85833, 75.86667,3
303.35300, 42.86333, 75.85714,3
303.39099, 42.86833, 75.83810,3
303.44299, 42.87333, 75.82857,3
303.50000, 42.87833, 75.82857,3
303.54700, 42.88333, 75.80952,3
303.59698, 42.88833, 75.80000,3
303.64600, 42.89333, 75.78095,3
303.70001, 42.89833, 75.78095,3
303.75601, 42.90333, 75.76190,3
303.80099, 42.90833, 75.75238,3
303.84100, 42.91333, 75.73333,3
303.90399, 42.91833, 75.73333,3
303.94299, 42.92333, 75.72381,3
303.99399, 42.92833, 75.70476,3
304.05600, 42.93333, 75.68571,3
304.10901, 42.93833, 75.68571,3
304.14899, 42.94333, 75.68571,3
304.18799, 42.94833, 75.65714,3
304.24701, 42.95333, 75.64762,3
304.29501, 42.95833, 75.64762,3
304.35400, 42.96333, 75.62857,3
304.38800, 42.96833, 75.62857,3
304.44400, 42.97333, 75.60000,3
304.49799, 42.97833, 75.60000,3
304.54199, 42.98333, 75.59048,3
304.60300, 42.98833, 75.58095,3
304.64700, 42.99333, 75.56190,3
304.68201, 42.99833, 75.56190,3
304.74301, 43.00333, 75.55238,3
304.79901, 43.00833, 75.53333,3
304.84201, 43.01333, 75.52381,3
304.89899, 43.01833, 75.52381,3
304.94199, 43.02333, 75.51429,3
304.98801, 43.02833, 75.49524,3
305.04199, 43.03333, 75.47619,3
305.08600, 43.03833, 75.47619,3
305.14200, 43.04333, 75.47619,3
305.18799, 43.04833, 75.45714,3
305.24500, 43.05333, 75.43810,3
305.29800, 43.05833, 75.43810,3
305.32999, 43.06333, 75.42857,3
305.38501, 43.06833, 75.40952,3
305.44199, 43.07333, 75.40000,3
305.48901, 43.07833, 75.40000,3
305.53201, 43.08333, 75.38095,3
305.58099, 43.08833, 75.37143,3
305.64001, 43.09333, 75.35238,3
305.69699, 43.09833, 75.34286,3
305.73700, 43.10333, 75.34286,3
305.79300, 43.10833, 75.31429,3
305.83801, 43.11333, 75.31429,3
305.89001, 43.11833, 75.29524,3
305.93201, 43.12333, 75.29524,3
305.98801, 43.12833, 75.28571,3
306.03699, 43.13333, 75.26667,3
306.08899, 43.13833, 75.25714,3
306.14700, 43.14333, 75.25714,3
306.18399, 43.14833, 75.23810,3
306.24399, 43.15333, 75.23810,3
306.28601, 43.15833, 75.21905,3
306.34000, 43.16333, 75.21905,3
306.38800, 43.16833, 75.20000,3
306.44601, 43.17333, 75.19048,3
306.48401, 43.17833, 75.18095,3
306.54199, 43.18333, 75.18095,3
306.58600, 43.18833, 75.16190,3
306.63599, 43.19333, 75.15238,3
306.67999, 43.19833, 75.13333,3
306.73199, 43.20333, 75.13333,3
306.79300, 43.20833, 75.13333,3
306.83200, 43.21333, 75.11429,3
306.88400, 43.21833, 75.09524,3
306.94299, 43.22333, 75.09524,3
306.99399, 43.22833, 75.09524,3
307.04001, 43.23333, 75.07619,3
307.09201, 43.23833, 75.05714,3
307.13400, 43.24333, 75.05714,3
307.18799, 43.24833, 75.05714,3
307.24100, 43.25333, 75.03810,3
307.28299, 43.25833, 75.02857,3
307.33899, 43.26333, 75.02857,3
307.38000, 43.26833, 75.00952,3
307.43301, 43.27333, 75.00000,3
307.48700, 43.27833, 74.98095,3
307.54501, 43.28333, 74.98095,3
307.58801, 43.28833, 74.98095,3
307.64899, 43.29333, 74.95238,3
307.69299, 43.29833, 74.94286,3
307.73300, 43.30333, 74.94286,3
307.78000, 43.30833, 74.92381,3
307.82700, 43.31333, 74.91429,3
307.87701, 43.31833, 74.89524,3
307.93399, 43.32333, 74.89524,3
307.97501, 43.32833, 74.87619,3
308.03900, 43.33333, 74.86667,3
308.08499, 43.33833, 74.85714,3
308.13501, 43.34333, 74.85714,3
308.19299, 43.34833, 74.83810,3
308.23901, 43.35333, 74.81905,3
308.28299, 43.35833, 74.81905,3
308.33899, 43.36333, 74.81905,3
308.38300, 43.36833, 74.80000,3
308.43100, 43.37333, 74.78095,3
308.48599, 43.37833, 74.77143,3
308.53500, 43.38333, 74.77143,3
308.58600, 43.38833, 74.76190,3
308.63000, 43.39333, 74.74286,3
308.68100, 43.39833, 74.73333,3
308.72601, 43.40333, 74.73333,3
308.77899, 43.40833, 74.71429,3
308.83701, 43.41333, 74.70476,3
308.87601, 43.41833, 74.68571,3
308.92499, 43.42333, 74.68571,3
308.98001, 43.42833, 74.67619,3
309.03601, 43.43333, 74.66667,3
309.07901, 43.43833, 74.64762,3
309.13101, 43.44333, 74.64762,3
309.18500, 43.44833, 74.64762,3
309.22400, 43.45333, 74.62857,3
309.28699, 43.45833, 74.60952,3
309.32901, 43.46333, 74.60952,3
309.38101, 43.46833, 74.60952,3
309.42599, 43.47333, 74.59048,3
309.47900, 43.47833, 74.57143,3
309.53201, 43.48333, 74.57143,3
309.58600, 43.48833, 74.57143,3
309.63199, 43.49333, 74.55238,3
309.69000, 43.49833, 74.54286,3
309.73700, 43.50333, 74.54286,3
309.77802, 43.50833, 74.52381,3
309.83899, 43.51333, 74.51429,3
309.88000, 43.51833, 74.49524,3
309.91901, 43.52333, 74.49524,3
309.98499, 43.52833, 74.49524,3
310.03201, 43.53333, 74.47619,3
310.08099, 43.53833, 74.45714,3
310.12500, 43.54333, 74.45714,3
310.17801, 43.54833, 74.45714,3
310.23099, 43.55333, 74.43810,3
310.27899, 43.55833, 74.42857,3
310.32700, 43.56333, 74.42857,3
310.37299, 43.56833, 74.40952,3
310.43301, 43.57333, 74.40952,3
310.47198, 43.57833, 74.39048,3
310.52701, 43.58333, 74.39048,3
310.57901, 43.58833, 74.38095,3
310.62900, 43.59333, 74.36190,3
310.67999, 43.59833, 74.36190,3
310.72601, 43.60333, 74.36190,3
310.77399, 43.60833, 74.34286,3
310.82599, 43.61333, 74.33333,3
310.87100, 43.61833, 74.31429,3
310.92801, 43.62333, 74.31429,3
310.97900, 43.62833, 74.30476,3
311.03201, 43.63333, 74.29524,3
311.07401, 43.63833, 74.27619,3
311.11899, 43.64333, 74.27619,3
311.17999, 43.64833, 74.26667,3
311.22101, 43.65333, 74.25714,3
311.27301, 43.65833, 74.23810,3
311.32800, 43.66333, 74.23810,3
311.37100, 43.66833, 74.22857,3
311.42401, 43.67333, 74.20952,3
311.48001, 43.67833, 74.20952,3
311.52499, 43.68333, 74.20952,3
311.57401, 43.68833, 74.19048,3
311.62399, 43.69333, 74.18095,3
311.67700, 43.69833, 74.16190,3
311.72699, 43.70333, 74.15238,3
311.77499, 43.70833, 74.15238,3
311.82700, 43.71333, 74.14286,3
311.87201, 43.71833, 74.12381,3
311.92401, 43.72333, 74.10476,3
311.97900, 43.72833, 74.10476,3
312.01801, 43.73333, 74.10476,3
312.07800, 43.73833, 74.08571,3
312.12799, 43.74333, 74.06667,3
312.17599, 43.74833, 74.06667,3
312.22299, 43.75333, 74.05714,3
312.26801, 43.75833, 74.04762,3
312.31699, 43.76333, 74.02857,3
312.37500, 43.76833, 74.02857,3
312.42401, 43.77333, 74.01905,3
312.47400, 43.77833, 74.00952,3
312.51700, 43.78333, 73.99048,3
312.56500, 43.78833, 73.99048,3
312.61899, 43.79333, 73.99048,3
312.66199, 43.79833, 73.97143,3
312.72699, 43.80333, 73.96190,3
312.77100, 43.80833, 73.96190,3
312.81699, 43.81333, 73.95238,3
312.86099, 43.81833, 73.93333,3
312.92300, 43.82333, 73.92381,3
312.96600, 43.82833, 73.92381,3
313.03101, 43.83333, 73.91429,3
313.08600, 43.83833, 73.89524,3
313.12701, 43.84333, 73.89524,3
313.18500, 43.84833, 73.89524,3
313.21799, 43.85333, 73.87619,3
313.27301, 43.85833, 73.85714,3
313.31900, 43.86333, 73.84762,3
313.36899, 43.86833, 73.84762,3
313.41901, 43.87333, 73.83810,3
313.46899, 43.87833, 73.81905,3
313.52399, 43.88333, 73.80952,3
313.56699, 43.88833, 73.80952,3
313.62399, 43.89333, 73.80000,3
313.66000, 43.89833, 73.79048,3
313.71701, 43.90333, 73.77143,3
313.76099, 43.90833, 73.77143,3
313.81299, 43.91333, 73.76190,3
313.86801, 43.91833, 73.75238,3
313.91800, 43.92333, 73.75238,3
313.97000, 43.92833, 73.73333,3
314.01599, 43.93333, 73.71429,3
314.06299, 43.93833, 73.71429,3
314.10699, 43.94333, 73.69524,3
314.17300, 43.94833, 73.69524,3
314.20801, 43.95333, 73.67619,3
314.25201, 43.95833, 73.67619,3
314.30701, 43.96333, 73.66667,3
314.36301, 43.96833, 73.65714,3
314.41101, 43.97333, 73.64762,3
