Time,Temperature,Weight,Weight
1.37,39.32,99.671,24945.339
1.378,39.41,99.671,24945.348
1.387,39.49,99.671,24945.353
1.395,39.58,99.671,24945.366
1.403,39.66,99.671,24945.382
1.412,39.75,99.671,24945.399
1.42,39.83,99.671,24945.417
1.428,39.92,99.671,24945.433
1.437,40,99.671,24945.446
1.445,40.09,99.671,24945.457
1.453,40.17,99.671,24945.475
1.462,40.26,99.671,24945.499
1.47,40.34,99.671,24945.515
1.478,40.43,99.671,24945.522
1.487,40.51,99.671,24945.541
1.495,40.6,99.672,24945.561
1.503,40.68,99.672,24945.573
1.512,40.77,99.672,24945.59
1.52,40.85,99.672,24945.608
1.528,40.94,99.672,24945.619
1.537,41.02,99.672,24945.637
1.545,41.11,99.672,24945.659
1.553,41.19,99.672,24945.677
1.562,41.28,99.672,24945.692
1.57,41.36,99.672,24945.701
1.578,41.45,99.672,24945.715
1.587,41.53,99.672,24945.73
1.595,41.62,99.672,24945.739
1.603,41.7,99.672,24945.748
1.612,41.79,99.672,24945.757
1.62,41.87,99.672,24945.768
1.628,41.96,99.672,24945.784
1.637,42.04,99.673,24945.804
1.645,42.13,99.673,24945.824
1.653,42.21,99.673,24945.832
1.662,42.3,99.673,24945.843
1.67,42.39,99.673,24945.861
1.678,42.47,99.673,24945.875
1.687,42.56,99.673,24945.881
1.695,42.64,99.673,24945.886
1.703,42.73,99.673,24945.894
1.712,42.81,99.673,24945.903
1.72,42.9,99.673,24945.912
1.728,42.99,99.673,24945.923
1.737,43.07,99.673,24945.932
1.745,43.16,99.673,24945.939
1.753,43.24,99.673,24945.952
1.762,43.33,99.673,24945.957
1.77,43.41,99.673,24945.959
1.778,43.5,99.673,24945.957
1.787,43.58,99.673,24945.961
1.795,43.67,99.673,24945.972
1.803,43.76,99.673,24945.979
1.812,43.84,99.673,24945.986
1.82,43.93,99.673,24945.995
1.828,44.01,99.673,24946.003
1.837,44.1,99.673,24946.01
1.845,44.18,99.673,24946.024
1.853,44.27,99.673,24946.034
1.862,44.35,99.673,24946.037
1.87,44.44,99.673,24946.035
1.878,44.52,99.673,24946.039
1.887,44.61,99.674,24946.046
1.895,44.69,99.674,24946.05
1.903,44.78,99.674,24946.057
1.912,44.86,99.674,24946.065
1.92,44.95,99.674,24946.072
1.928,45.03,99.674,24946.077
1.937,45.12,99.674,24946.081
1.945,45.2,99.674,24946.085
1.953,45.28,99.674,24946.09
1.962,45.37,99.674,24946.099
1.97,45.45,99.674,24946.108
1.978,45.54,99.674,24946.114
1.987,45.62,99.674,24946.115
1.995,45.71,99.674,24946.117
2.003,45.79,99.674,24946.123
2.012,45.88,99.674,24946.132
2.02,45.96,99.674,24946.141
2.028,46.05,99.674,24946.139
2.037,46.13,99.674,24946.137
2.045,46.21,99.674,24946.135
2.053,46.3,99.674,24946.137
2.062,46.38,99.674,24946.15
2.07,46.47,99.674,24946.15
2.078,46.55,99.674,24946.146
2.087,46.64,99.674,24946.145
2.095,46.72,99.674,24946.148
2.103,46.81,99.674,24946.146
2.112,46.89,99.674,24946.152
2.12,46.97,99.674,24946.155
2.128,47.06,99.674,24946.154
2.137,47.14,99.674,24946.152
2.145,47.23,99.674,24946.15
2.153,47.31,99.674,24946.15
2.162,47.4,99.674,24946.157
2.17,47.48,99.674,24946.159
2.178,47.57,99.674,24946.163
2.187,47.65,99.674,24946.161
2.195,47.73,99.674,24946.155
2.203,47.82,99.674,24946.155
2.212,47.9,99.674,24946.159
2.22,47.99,99.674,24946.157
2.228,48.07,99.674,24946.157
2.237,48.16,99.674,24946.154
2.245,48.24,99.674,24946.148
2.253,48.33,99.674,24946.141
2.262,48.41,99.674,24946.139
2.27,48.49,99.674,24946.135
2.278,48.58,99.674,24946.13
2.287,48.66,99.674,24946.126
2.295,48.75,99.674,24946.125
2.303,48.83,99.674,24946.126
2.312,48.92,99.674,24946.128
2.32,49,99.674,24946.126
2.328,49.09,99.674,24946.121
2.337,49.17,99.674,24946.119
2.345,49.25,99.674,24946.119
2.353,49.34,99.674,24946.117
2.362,49.42,99.674,24946.112
2.37,49.51,99.674,24946.112
2.378,49.59,99.674,24946.112
2.387,49.68,99.674,24946.119
2.395,49.76,99.674,24946.117
2.403,49.85,99.674,24946.112
2.412,49.93,99.674,24946.114
2.42,50.01,99.674,24946.121
2.428,50.1,99.674,24946.139
2.437,50.18,99.674,24946.135
2.445,50.27,99.674,24946.128
2.453,50.35,99.674,24946.126
2.462,50.44,99.674,24946.114
2.47,50.52,99.674,24946.103
2.478,50.61,99.674,24946.101
2.487,50.69,99.674,24946.103
2.495,50.77,99.674,24946.103
2.503,50.86,99.674,24946.108
2.512,50.94,99.674,24946.117
2.52,51.03,99.674,24946.103
2.528,51.11,99.674,24946.085
2.537,51.19,99.674,24946.085
2.545,51.28,99.674,24946.075
2.553,51.36,99.674,24946.065
2.562,51.45,99.674,24946.054
2.57,51.53,99.673,24946.043
2.578,51.61,99.673,24946.03
2.587,51.7,99.673,24946.023
2.595,51.78,99.673,24946.024
2.603,51.87,99.673,24946.032
2.612,51.95,99.673,24946.037
2.62,52.03,99.673,24946.032
2.628,52.12,99.673,24946.021
2.637,52.2,99.673,24946.014
2.645,52.28,99.673,24946.004
2.653,52.37,99.673,24946.006
2.662,52.45,99.673,24946.01
2.67,52.53,99.673,24946.003
2.678,52.62,99.673,24945.983
2.687,52.7,99.673,24945.972
2.695,52.78,99.673,24945.974
2.703,52.86,99.673,24945.964
2.712,52.95,99.673,24945.961
2.72,53.03,99.673,24945.959
2.728,53.11,99.673,24945.959
2.737,53.2,99.673,24945.955
2.745,53.28,99.673,24945.959
2.753,53.36,99.673,24945.954
2.762,53.45,99.673,24945.95
2.77,53.53,99.673,24945.948
2.778,53.62,99.673,24945.944
2.787,53.7,99.673,24945.946
2.795,53.78,99.673,24945.946
2.803,53.87,99.673,24945.946
2.812,53.95,99.673,24945.948
2.82,54.04,99.673,24945.943
2.828,54.12,99.673,24945.939
2.837,54.2,99.673,24945.935
2.845,54.29,99.673,24945.934
2.853,54.37,99.673,24945.935
2.862,54.46,99.673,24945.939
2.87,54.54,99.673,24945.934
2.878,54.63,99.673,24945.93
2.887,54.71,99.673,24945.928
2.895,54.8,99.673,24945.924
2.903,54.88,99.673,24945.921
2.912,54.97,99.673,24945.917
2.92,55.05,99.673,24945.915
2.928,55.14,99.673,24945.906
2.937,55.22,99.673,24945.901
2.945,55.31,99.673,24945.895
2.953,55.39,99.673,24945.892
2.962,55.48,99.673,24945.881
2.97,55.56,99.673,24945.874
2.978,55.65,99.673,24945.868
2.987,55.73,99.673,24945.863
2.995,55.82,99.673,24945.854
3.003,55.9,99.673,24945.848
3.012,55.98,99.673,24945.841
3.02,56.07,99.673,24945.839
3.028,56.15,99.673,24945.839
3.037,56.24,99.673,24945.835
3.045,56.32,99.673,24945.839
3.053,56.41,99.673,24945.832
3.062,56.49,99.673,24945.83
3.07,56.58,99.673,24945.826
3.078,56.66,99.673,24945.808
3.087,56.74,99.673,24945.799
3.095,56.83,99.673,24945.797
3.103,56.91,99.672,24945.792
3.112,56.99,99.673,24945.793
3.12,57.08,99.672,24945.777
3.128,57.16,99.672,24945.766
3.137,57.24,99.672,24945.763
3.145,57.33,99.672,24945.763
3.153,57.41,99.672,24945.766
3.162,57.49,99.672,24945.759
3.17,57.58,99.672,24945.748
3.178,57.66,99.672,24945.743
3.187,57.74,99.672,24945.73
3.195,57.83,99.672,24945.721
3.203,57.91,99.672,24945.713
3.212,57.99,99.672,24945.712
3.22,58.07,99.672,24945.706
3.228,58.16,99.672,24945.71
3.237,58.24,99.672,24945.706
3.245,58.32,99.672,24945.706
3.253,58.41,99.672,24945.695
3.262,58.49,99.672,24945.688
3.27,58.58,99.672,24945.672
3.278,58.66,99.672,24945.652
3.287,58.74,99.672,24945.639
3.295,58.83,99.672,24945.632
3.303,58.91,99.672,24945.63
3.312,58.99,99.672,24945.621
3.32,59.08,99.672,24945.61
3.328,59.16,99.672,24945.599
3.337,59.25,99.672,24945.592
3.345,59.33,99.672,24945.588
3.353,59.41,99.672,24945.588
3.362,59.5,99.672,24945.586
3.37,59.58,99.672,24945.581
3.378,59.66,99.672,24945.581
3.387,59.75,99.672,24945.564
3.395,59.83,99.671,24945.539
3.403,59.91,99.671,24945.526
3.412,60,99.671,24945.524
3.42,60.08,99.671,24945.519
3.428,60.16,99.671,24945.513
3.437,60.25,99.671,24945.508
3.445,60.33,99.671,24945.499
3.453,60.41,99.671,24945.488
3.462,60.5,99.671,24945.479
3.47,60.58,99.671,24945.473
3.478,60.66,99.671,24945.461
3.487,60.75,99.671,24945.448
3.495,60.83,99.671,24945.439
3.503,60.91,99.671,24945.439
3.512,61,99.671,24945.442
3.52,61.08,99.671,24945.43
3.528,61.16,99.671,24945.419
3.537,61.25,99.671,24945.408
3.545,61.33,99.671,24945.395
3.553,61.41,99.671,24945.382
3.562,61.5,99.671,24945.37
3.57,61.58,99.671,24945.361
3.578,61.66,99.671,24945.353
3.587,61.75,99.671,24945.339
3.595,61.83,99.671,24945.331
3.603,61.91,99.671,24945.321
3.612,62,99.671,24945.304
3.62,62.08,99.671,24945.295
3.628,62.17,99.67,24945.281
3.637,62.25,99.67,24945.268
3.645,62.33,99.67,24945.255
3.653,62.42,99.67,24945.246
3.662,62.5,99.67,24945.233
3.67,62.59,99.67,24945.219
3.678,62.67,99.67,24945.208
3.687,62.75,99.67,24945.204
3.695,62.84,99.67,24945.19
3.703,62.92,99.67,24945.177
3.712,63.01,99.67,24945.164
3.72,63.09,99.67,24945.146
3.728,63.18,99.67,24945.128
3.737,63.26,99.67,24945.115
3.745,63.35,99.67,24945.102
3.753,63.43,99.67,24945.093
3.762,63.52,99.67,24945.09
3.77,63.6,99.67,24945.079
3.778,63.68,99.67,24945.062
3.787,63.77,99.67,24945.062
3.795,63.85,99.67,24945.053
3.803,63.94,99.669,24945.033
3.812,64.02,99.669,24945.011
3.82,64.1,99.669,24944.997
3.828,64.19,99.669,24944.984
3.837,64.27,99.669,24944.977
3.845,64.36,99.669,24944.964
3.853,64.44,99.669,24944.946
3.862,64.52,99.669,24944.931
3.87,64.61,99.669,24944.915
3.878,64.69,99.669,24944.897
3.887,64.77,99.669,24944.882
3.895,64.86,99.669,24944.866
3.903,64.94,99.669,24944.857
3.912,65.02,99.669,24944.84
3.92,65.11,99.669,24944.826
3.928,65.19,99.669,24944.813
3.937,65.27,99.669,24944.802
3.945,65.36,99.668,24944.786
3.953,65.44,99.668,24944.766
3.962,65.52,99.668,24944.753
3.97,65.61,99.668,24944.738
3.978,65.69,99.668,24944.722
3.987,65.77,99.668,24944.708
3.995,65.86,99.668,24944.686
4.003,65.94,99.668,24944.666
4.012,66.02,99.668,24944.655
4.02,66.1,99.668,24944.635
4.028,66.19,99.668,24944.617
4.037,66.27,99.668,24944.597
4.045,66.35,99.668,24944.582
4.053,66.44,99.668,24944.566
4.062,66.52,99.668,24944.549
4.07,66.6,99.667,24944.54
4.078,66.69,99.667,24944.531
4.087,66.77,99.667,24944.511
4.095,66.86,99.667,24944.493
4.103,66.94,99.667,24944.478
4.112,67.02,99.667,24944.466
4.12,67.11,99.667,24944.458
4.128,67.19,99.667,24944.453
4.137,67.27,99.667,24944.437
4.145,67.36,99.667,24944.42
4.153,67.44,99.667,24944.407
4.162,67.52,99.667,24944.395
4.17,67.61,99.667,24944.38
4.178,67.69,99.667,24944.36
4.187,67.78,99.667,24944.347
4.195,67.86,99.667,24944.324
4.203,67.94,99.667,24944.304
4.212,68.03,99.667,24944.298
4.22,68.11,99.666,24944.287
4.228,68.2,99.666,24944.275
4.237,68.28,99.666,24944.256
4.245,68.36,99.666,24944.24
4.253,68.45,99.666,24944.227
4.262,68.53,99.666,24944.216
4.27,68.61,99.666,24944.204
4.278,68.7,99.666,24944.189
4.287,68.78,99.666,24944.169
4.295,68.86,99.666,24944.158
4.303,68.95,99.666,24944.149
4.312,69.03,99.666,24944.122
4.32,69.11,99.666,24944.1
4.328,69.2,99.666,24944.084
4.337,69.28,99.666,24944.067
4.345,69.36,99.666,24944.045
4.353,69.45,99.665,24944.029
4.362,69.53,99.665,24944.016
4.37,69.61,99.665,24944
4.378,69.7,99.665,24943.989
4.387,69.78,99.665,24943.969
4.395,69.86,99.665,24943.953
4.403,69.95,99.665,24943.938
4.412,70.03,99.665,24943.927
4.42,70.11,99.665,24943.918
4.428,70.19,99.665,24943.902
4.437,70.28,99.665,24943.885
4.445,70.36,99.665,24943.867
4.453,70.44,99.665,24943.851
4.462,70.53,99.665,24943.834
4.47,70.61,99.665,24943.814
4.478,70.69,99.665,24943.794
4.487,70.78,99.664,24943.773
4.495,70.86,99.664,24943.753
4.503,70.94,99.664,24943.736
4.512,71.02,99.664,24943.725
4.52,71.11,99.664,24943.709
4.528,71.19,99.664,24943.687
4.537,71.27,99.664,24943.667
4.545,71.36,99.664,24943.653
4.553,71.44,99.664,24943.631
4.562,71.52,99.664,24943.611
4.57,71.61,99.664,24943.593
4.578,71.69,99.664,24943.571
4.587,71.77,99.664,24943.552
4.595,71.85,99.663,24943.538
4.603,71.94,99.663,24943.523
4.612,72.02,99.663,24943.511
4.62,72.1,99.663,24943.498
4.628,72.19,99.663,24943.48
4.637,72.27,99.663,24943.465
4.645,72.36,99.663,24943.449
4.653,72.44,99.663,24943.431
4.662,72.52,99.663,24943.412
4.67,72.61,99.663,24943.391
4.678,72.69,99.663,24943.382
4.687,72.77,99.663,24943.372
4.695,72.86,99.663,24943.356
4.703,72.94,99.663,24943.34
4.712,73.03,99.663,24943.32
4.72,73.11,99.663,24943.3
4.728,73.19,99.662,24943.28
4.737,73.28,99.662,24943.258
4.745,73.36,99.662,24943.24
4.753,73.44,99.662,24943.227
4.762,73.53,99.662,24943.209
4.77,73.61,99.662,24943.187
4.778,73.7,99.662,24943.171
4.787,73.78,99.662,24943.147
4.795,73.86,99.662,24943.134
4.803,73.95,99.662,24943.118
4.812,74.03,99.662,24943.094
4.82,74.11,99.662,24943.07
4.828,74.2,99.662,24943.058
4.837,74.28,99.662,24943.043
4.845,74.37,99.661,24943.021
4.853,74.45,99.661,24943.005
4.862,74.53,99.661,24942.981
4.87,74.62,99.661,24942.952
4.878,74.7,99.661,24942.93
4.887,74.78,99.661,24942.91
4.895,74.87,99.661,24942.898
4.903,74.95,99.661,24942.874
4.912,75.03,99.661,24942.847
4.92,75.12,99.661,24942.819
4.928,75.2,99.661,24942.799
4.937,75.28,99.66,24942.781
4.945,75.36,99.66,24942.761
4.953,75.45,99.66,24942.741
4.962,75.53,99.66,24942.721
4.97,75.61,99.66,24942.694
4.978,75.7,99.66,24942.668
4.987,75.78,99.66,24942.645
4.995,75.86,99.66,24942.623
5.003,75.95,99.66,24942.607
5.012,76.03,99.66,24942.585
5.02,76.11,99.66,24942.558
5.028,76.2,99.659,24942.537
5.037,76.28,99.659,24942.514
5.045,76.36,99.659,24942.497
5.053,76.44,99.659,24942.481
5.062,76.53,99.659,24942.463
5.07,76.61,99.659,24942.441
5.078,76.69,99.659,24942.421
5.087,76.78,99.659,24942.399
5.095,76.86,99.659,24942.388
5.103,76.95,99.659,24942.37
5.112,77.03,99.659,24942.345
5.12,77.11,99.659,24942.317
5.128,77.2,99.659,24942.296
5.137,77.28,99.658,24942.276
5.145,77.36,99.658,24942.257
5.153,77.45,99.658,24942.239
5.162,77.53,99.658,24942.223
5.17,77.61,99.658,24942.205
5.178,77.7,99.658,24942.183
5.187,77.78,99.658,24942.154
5.195,77.86,99.658,24942.134
5.203,77.95,99.658,24942.114
5.212,78.03,99.658,24942.095
5.22,78.12,99.658,24942.074
5.228,78.2,99.658,24942.046
5.237,78.28,99.657,24942.025
5.245,78.37,99.657,24942.003
5.253,78.45,99.657,24941.985
5.262,78.53,99.657,24941.963
5.27,78.62,99.657,24941.941
5.278,78.7,99.657,24941.919
5.287,78.78,99.657,24941.892
5.295,78.87,99.657,24941.868
5.303,78.95,99.657,24941.848
5.312,79.03,99.657,24941.834
5.32,79.12,99.657,24941.819
5.328,79.2,99.657,24941.797
5.337,79.28,99.656,24941.77
5.345,79.37,99.656,24941.752
5.353,79.45,99.656,24941.728
5.362,79.53,99.656,24941.706
5.37,79.62,99.656,24941.692
5.378,79.7,99.656,24941.701
5.387,79.78,99.656,24941.673
5.395,79.86,99.656,24941.637
5.403,79.95,99.656,24941.608
5.412,80.03,99.656,24941.581
5.42,80.11,99.656,24941.563
5.428,80.2,99.656,24941.55
5.437,80.28,99.655,24941.519
5.445,80.36,99.655,24941.488
5.453,80.44,99.655,24941.459
5.462,80.53,99.655,24941.435
5.47,80.61,99.655,24941.415
5.478,80.69,99.655,24941.393
5.487,80.78,99.655,24941.372
5.495,80.86,99.655,24941.357
5.503,80.94,99.655,24941.333
5.512,81.03,99.655,24941.308
5.52,81.11,99.655,24941.29
5.528,81.19,99.654,24941.27
5.537,81.28,99.654,24941.248
5.545,81.36,99.654,24941.231
5.553,81.44,99.654,24941.213
5.562,81.53,99.654,24941.191
5.57,81.61,99.654,24941.175
5.578,81.7,99.654,24941.166
5.587,81.78,99.654,24941.142
5.595,81.86,99.654,24941.115
5.603,81.95,99.654,24941.086
5.612,82.03,99.654,24941.064
5.62,82.12,99.654,24941.05
5.628,82.2,99.653,24941.028
5.637,82.28,99.653,24941.006
5.645,82.37,99.653,24940.984
5.653,82.45,99.653,24940.971
5.662,82.54,99.653,24940.957
5.67,82.62,99.653,24940.931
5.678,82.7,99.653,24940.909
5.687,82.79,99.653,24940.886
